Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column13,Column14,Column15,Column16,Column17,Column18,Column19,Column20,Column21,Column22,Column23,Column24,Column25,Column26,Column27,Column28
䭮,3826897,fú,faat1,,,,,,,,,,,,,,,,,,,,,,,,
㭋,3827024,bàng,bang5,,,,,,,,,,,,,,,,,,,,,,,,
㠔,3827584,bài,baai3,,,,,,,,,,,,,,,,,,,,,,,,
㡯,3830667,zhái,dok6,,,,,,,,,,,,,,,,,,,,,,,,
䏟,3836824,bié,,,,,,,,,,,,,,,,,,,,,,,,,
㸬,3837200,bèi,bui3,,,,,,,,,,,,,,,,,,,,,,,,
㼰,3838585,,,,,,,,,,,,,,,,,,,,,,,,,,
䤨,3838707,,,,,,,,,,,,,,,,,,,,,,,,,,
䚔,3838724,,,,,,,,,,,,,,,,,,,,,,,,,,
㔮,3839049,nuó,,,,,,,,,,,,,,,,,,,,,,,,,
㔯,3839051,xuán,syun3,,,,,,,,,,,,,,,,,,,,,,,,
㔴,3839268,yì,zik6,,,,,,,,,,,,,,,,,,,,,,,,
㔶,3839280,gòng,gaam2,,,,,,,,,,,,,,,,,,,,,,,,
㔸,3839317,tī,tai1,,,,,,,,,,,,,,,,,,,,,,,,
䫽,3839856,pāo,pau1,,,,,,,,,,,,,,,,,,,,,,,,
㹒,3839948,pǔ,pak6,,,,,,,,,,,,,,,,,,,,,,,,
䁵,3840590,,,,,,,,,,,,,,,,,,,,,,,,,,
䐈,3840822,,,,,,,,,,,,,,,,,,,,,,,,,,
㹾,3840829,,,,,,,,,,,,,,,,,,,,,,,,,,
䑄,3840841,,,,,,,,,,,,,,,,,,,,,,,,,,
㲏,3840842,,,,,,,,,,,,,,,,,,,,,,,,,,
㔹,3840895,lè,lak6,,,,,,,,,,,,,,,,,,,,,,,,
㔻,3840914,,pei1,,,,,,,,,,,,,,,,,,,,,,,,
㢸,3856385,,,,,,,,,,,,,,,,,,,,,,,,,,
㿺,3856472,,,,,,,,,,,,,,,,,,,,,,,,,,
㧊,3856693,pō,put3,,,,,,,,,,,,,,,,,,,,,,,,
㸪,3857747,chún,seon4,,,,,,,,,,,,,,,,,,,,,,,,
𠧩,3867055,,,,,,,,,,,,,,,,,,,,,,,,,,
𨸏,3872741,,,,,,,,,,,,,,,,,,,,,,,,,,
𠂆,3882741,yì,,,,,,,,,,,,,,,,,,,,,,,,,
𦐇,3883726,tà,,,,,,,,,,,,,,,,,,,,,,,,,
𨚵,3884028,Zài,,,,,,,,,,,,,,,,,,,,,,,,,
𠁁,3884062,dòu,,,,,,ず,ず,とう,,,,,,,,,,,,,,,,,
㤅,3895081,xì,,,,,,,,,,,,,,,,,,,,,,,,,
兾,3906125,,,,,,,き,,,,,,,,,,,,,,,,,,,
䀛,3906297,,,,,,,,,,,,,,,,,,,,,,,,,,
䪾,3908121,,,,,,,,,,,,,,,,,,,,,,,,,,
䖢,3912559,,,,,,,,,,,,,,,,,,,,,,,,,,
㿻,3912668,,,,,,,,,,,,,,,,,,,,,,,,,,
㕆,3912905,hù,wu6,,,,,,,,,,,,,,,,,,,,,,,,
㕇,3912970,lā,lap3,,,,,,,,,,,,,,,,,,,,,,,,
𣎴,3914106,dǔn,,,,,,,,,,,,,,,,,,,,,,,,,
𠁥,3916303,,,,,,,,,,,,,,,,,,,,,,,,,,
𠂔,3916660,zǐ,zi2,,,,,,,,,,,,,,,,,,,,,,,,
𠂕,3917737,,,,,,,,,,,,,,,,,,,,,,,,,,
㕦,3917783,,,,,,,,,,,,,,,,,,,,,,,,,,
㕈,3917894,yǐ,at3,,,,,,,,,,,,,,,,,,,,,,,,
𦍒,3917903,,,,,,,,,,,,,,,,,,,,,,,,,,
㿿,3917904,yǎ,ngaa5,,,,,,,,,,,,,,,,,,,,,,,,
㿼,3917911,,,,,,,,,,,,,,,,,,,,,,,,,,
㾕,3917920,,,,,,,,,,,,,,,,,,,,,,,,,,
㼯,3917921,dòng,dung6,,,,,,,,,,,,,,,,,,,,,,,,
䵈,3917931,kù,huk1,,,,,,,,,,,,,,,,,,,,,,,,
㚍,3919112,kuǐ,,,,,,,,,,,,,,,,,,,,,,,,,
𦥑,3919132,jú,,,,,,,,,,,,,,,,,,,,,,,,,
䖵,3919147,kūn,kwan1,,,,,,,,hangeul=곤|eumhun=|rv=gon|mr=kon|y=kon,,,,,,,,,,,,,,,,
㶟,3919690,lěi,leoi5,,,,,,,,,,,,,,,,,,,,,,,,
䩏,3919760,,,,,,,,,,,,,,,,,,,,,,,,,,
䬍,3922609,hū,fat1,,,,,,,,,,,,,,,,,,,,,,,,
㕊,3925168,fū,bou1,,,,,,,,,,,,,,,,,,,,,,,,
㕋,3925173,qín,kam4,,,,,,,,,,,,,,,,,,,,,,,,
㕎,3925178,kè,,,,,,,,,,,,,,,,,,,,,,,,,
㕒,3925192,wēi,faai1,,,,,,,,,,,,,,,,,,,,,,,,
㕙,3926074,jùn,zeon3,,,,,,,,,,,,,,,,,,,,,,,,
㕚,3926076,,,,,,,,,,,,,,,,,,,,,,,,,,
㕛,3926085,,,,,,,,,,,,,,,,,,,,,,,,,,
㕞,3926099,,,,,,,,,,,,,,,,,,,,,,,,,,
㕟,3926104,kuì,wai2,,,,,,,,,,,,,,,,,,,,,,,,
㕡,3926110,,,,,,,,,,,,,,,,,,,,,,,,,,
㕢,3926117,,,,,,,,,,,,,,,,,,,,,,,,,,
㕣,3926120,yǎn,jin2,,,,,えん,,,,,,,,,,,,,,,,,,,
㕧,3926158,,,,,,,,,,,,,,,,,,,,,,,,,,
㕬,3926178,,,,,,,,,,,,,,,,,,,,,,,,,,
㕭,3926185,,,,,,,,,,,,,,,,,,,,,,,,,,
㕮,3926195,fǔ,fu2,,,,,,,,,,,,,,,,,,,,,,,,
㕯,3926201,,,,,,,,,,,,,,,,,,,,,,,,,,
㕰,3926203,,,,,,,,,,,,,,,,,,,,,,,,,,
㖃,3926846,,,,,,,,,,,,,,,,,,,,,,,,,,
㖅,3926857,,,,,,,,,,,,,,,,,,,,,,,,,,
㖏,3926881,,,,,,,,,,,,,,,,,,,,,,,,,,
㖑,3927225,,,,,,,,,,,,,,,,,,,,,,,,,,
㖒,3927231,,,,,,,,,,,,,,,,,,,,,,,,,,
㖘,3927911,,,,,,,,,,,,,,,,,,,,,,,,,,
㖟,3927939,,,,,,,,,,,,,,,,,,,,,,,,,,
㖥,3927949,,,,,,,,,,,,,,,,,,,,,,,,,,
㖩,3927956,,,,,,,,,,,,,,,,,,,,,,,,,,
㖪,3927957,,,,,,,,,,,,,,,,,,,,,,,,,,
㖷,3929337,,,,,,,,,,,,,,,,,,,,,,,,,,
㗁,3929704,,,,,,,,,,,,,,,,,,,,,,,,,,
㗉,3929729,,,,,,,,,,,,,,,,,,,,,,,,,,
𪘨,3930264,,,,,,,,,,,,,,,,,,,,,,,,,,
㗔,3930924,,,,,,,,,,,,,,,,,,,,,,,,,,
㗕,3930926,,,,,,,,,,,,,,,,,,,,,,,,,,
㗘,3930937,bó,,,,,,,,,,,,,,,,,,,,,,,,,
㗙,3930946,,,,,,,,,,,,,,,,,,,,,,,,,,
㗚,3930977,,,,,,,,,,,,,,,,,,,,,,,,,,
㗛,3930978,,,,,,,,,,,,,,,,,,,,,,,,,,
㗢,3931056,,,,,,,,,,,,,,,,,,,,,,,,,,
㗤,3931081,,,,,,,,,,,,,,,,,,,,,,,,,,
㗦,3931088,,,,,,,,,,,,,,,,,,,,,,,,,,
㗧,3931099,,,,,,,,,,,,,,,,,,,,,,,,,,
㗨,3931114,,,,,,,,,,,,,,,,,,,,,,,,,,
㗩,3931118,,,,,,,,,,,,,,,,,,,,,,,,,,
㗫,3931120,,,,,,,,,,,,,,,,,,,,,,,,,,
㗬,3931131,,,,,,,,,,,,,,,,,,,,,,,,,,
㗱,3931177,,,,,,,,,,,,,,,,,,,,,,,,,,
㗲,3931182,,,,,,,,,,,,,,,,,,,,,,,,,,
㗴,3931188,,,,,,,,,,,,,,,,,,,,,,,,,,
㗵,3931190,,,,,,,,,,,,,,,,,,,,,,,,,,
㗻,3933096,,,,,,,,,,,,,,,,,,,,,,,,,,
㗼,3933103,,,,,,,,,,,,,,,,,,,,,,,,,,
㗾,3933112,xuē,heoi1,,,,,,,,,,,,,,,,,,,,,,,,
㗿,3933116,,,,,,,,,,,,,,,,,,,,,,,,,,
㘀,3933122,,,,,,,,,,,,,,,,,,,,,,,,,,
㘁,3933138,,,,,,,,,,,,,,,,,,,,,,,,,,
㘆,3933265,,,,,,,,,,,,,,,,,,,,,,,,,,
㘈,3933267,,,,,,,,,,,,,,,,,,,,,,,,,,
㘉,3933603,,,,,,,,,,,,,,,,,,,,,,,,,,
㘋,3933605,,,,,,,,,,,,,,,,,,,,,,,,,,
㘌,3933606,,,,,,,,,,,,,,,,,,,,,,,,,,
㘍,3933608,jí,zik1,,,,,,,,,,,,,,,,,,,,,,,,
㘓,3933885,lán,laan4,,,,,,,,,,,,,,,,,,,,,,,,
㤝,3933936,chōng,cung1,,,,,,,,,,,,,,,,,,,,,,,,
㘙,3933981,,,,,,,,,,,,,,,,,,,,,,,,,,
㘝,3933993,niè,nim2,,,,,,,,,,,,,,,,,,,,,,,,
㘠,3934812,bī,bik1,,,,,,,,,,,,,,,,,,,,,,,,
㘣,3934821,xuān,syun4,,,,,,,,,,,,,,,,,,,,,,,,
㘥,3934826,yóu,zaau4,,,,,,,,,,,,,,,,,,,,,,,,
㘨,3935812,niè,nip6,,,,,,,,,,,,,,,,,,,,,,,,
㘰,3935871,zhēn,zam1,,,,,,,,,,,,,,,,,,,,,,,,
㘱,3935878,,,,,,,,,,,,,,,,,,,,,,,,,,
㘲,3935881,,,,,,,,,,,,,,,,,,,,,,,,,,
𠂇,3936052,,,,,,,さ,さ,さ,,,,,,,,,,,,,,,,,
㘻,3936123,,zaan1,,,,,,,,,,,,,,,,,,,,,,,,
㙀,3937620,liù,lau6,,,,,,,,,,,,,,,,,,,,,,,,
㙁,3937622,méi,muk6,,,,,,,,,,,,,,,,,,,,,,,,
㙄,3937635,bì,bai6,,,,,,,,,,,,,,,,,,,,,,,,
㙇,3937648,chù,cuk1,,,,,,,,,,,,,,,,,,,,,,,,
㙊,3937656,cháng,coeng4,,,,,ちょう,,,,,,,,,,,,,,,,,,,
㙏,3937681,fù,fuk1,,,,,,,,,,,,,,,,,,,,,,,,
㙙,3937939,lǒng,lung5,,,,,,,,,,,,,,,,,,,,,,,,
㙠,3937964,yī,aai3,,,,,,,,,,,,,,,,,,,,,,,,
㙤,3938464,,,,,,,,,,,,,,,,,,,,,,,,,,
㙨,3938516,jì,gei1,,,,,,,,,,,,,,,,,,,,,,,,
㙩,3938523,liáo,laau6,,,,,,,,,,,,,,,,,,,,,,,,
㙪,3938527,yì,zi3,,,,,,,,,,,,,,,,,,,,,,,,
㙱,3938820,hào,hou6,,,,,,,,,,,,,,,,,,,,,,,,
㙲,3938829,yǒng,zung1,,,,,,,,,,,,,,,,,,,,,,,,
㙴,3938840,chàn,cim1,,,,,,,,,,,,,,,,,,,,,,,,
㙷,3938944,zhí,zik6,,,,,,,,,,,,,,,,,,,,,,,,
㙻,3938983,chán,cin4,,,,,,,,,,,,,,,,,,,,,,,,
㚀,3939111,xī,hei1,,,,,,,,,,,,,,,,,,,,,,,,
㚁,3939118,qiào,kiu4,,,,,,,,,,,,,,,,,,,,,,,,
㚂,3939147,nàng,zoeng4,,,,,,,,,,,,,,,,,,,,,,,,
㚃,3939148,yūn,wan1,,,,,,,,,,,,,,,,,,,,,,,,
㚇,3939970,zōng,zuk1,,,,,,,,,,,,,,,,,,,,,,,,
㚊,3940100,kāi,hoi1,,,,,,,,,,,,,,,,,,,,,,,,
㚋,3940101,diāo,diu1,,,,,,,,,,,,,,,,,,,,,,,,
㚔,3940318,niè,nip6,,,,,,,,,,,,,,,,,,,,,,,,
㚖,3940417,gǎo,gou2,,,,,,,,,,,,,,,,,,,,,,,,
㚗,3940471,qié,ce4,,,,,,,,,,,,,,,,,,,,,,,,
㚘,3940478,bàn,bun6,,,,,,,,,,,,,,,,,,,,,,,,
㚛,3940508,xì,hai3,,,,,,,,,,,,,,,,,,,,,,,,
㚜,3940512,yù,wik6,,,,,,,,,,,,,,,,,,,,,,,,
㚠,3942216,xiāo,hiu1,,,,,,,,,,,,,,,,,,,,,,,,
㚤,3942272,yì,zik6,,,,,,,,,,,,,,,,,,,,,,,,
𦣝,3942294,,,,,,,い,,,,,,,,,,,,,,,,,,,
㚫,3943579,sà,saap3,,,,,,,,,,,,,,,,,,,,,,,,
㚷,3944426,,,,,,,,,,,,,,,,,,,,,,,,,,
㛁,3945677,pēng,ping1,,,,,,,,,,,,,,,,,,,,,,,,
㛂,3945680,nuǒ,,,,,,,,,,,,,,,,,,,,,,,,,
㛄,3945682,yī,zi1,,,,,,,,,,,,,,,,,,,,,,,,
㛅,3945684,èr,nei6,,,,,,,,,,,,,,,,,,,,,,,,
㛆,3945687,duò,do2,,,,,,,,,,,,,,,,,,,,,,,,
㛍,3945858,qiè,hap6,,,,,,,,,,,,,,,,,,,,,,,,
㛐,3945892,,,,,,,,,,,,,,,,,,,,,,,,,,
㛑,3945895,càn,caan3,,,,,,,,,,,,,,,,,,,,,,,,
㛒,3945902,dòu,daau2,,,,,,,,,,,,,,,,,,,,,,,,
㛗,3946265,qiē,so1,,,,,,,,,,,,,,,,,,,,,,,,
㛥,3946829,tà,dap6,,,,,,,,,,,,,,,,,,,,,,,,
㛧,3948798,mǎn,mun5,,,,,,,,,,,,,,,,,,,,,,,,
㛪,3948993,yàn,aam1,,,,,,,,,,,,,,,,,,,,,,,,
㛮,3949033,,,,,,,,,,,,,,,,,,,,,,,,,,
㛱,3949261,wěi,wui2,,,,,,,,,,,,,,,,,,,,,,,,
㛳,3949321,yì,zaai6,,,,,,,,,,,,,,,,,,,,,,,,
㛴,3949328,,,,,,,,,,,,,,,,,,,,,,,,,,
㛶,3949333,tàn,taan3,,,,,,,,,,,,,,,,,,,,,,,,
㛹,3952149,pián,pin4,,,,,,,,,,,,,,,,,,,,,,,,
㛼,3952271,chā,cap3,,,,,,,,,,,,,,,,,,,,,,,,
㜅,3956117,xù,huk1,,,,,,,,,,,,,,,,,,,,,,,,
㜇,3956121,huì,wai3,,,,,,,,,,,,,,,,,,,,,,,,
㜊,3956220,zhǎn,zin2,,,,,,,,,,,,,,,,,,,,,,,,
㜎,3956474,xī,hai4,,,,,,,,,,,,,,,,,,,,,,,,
㜓,3956717,,,,,,,,,,,,,,,,,,,,,,,,,,
㜗,3956727,cān,cam2,,,,,,,,,,,,,,,,,,,,,,,,
㜘,3956729,jù,geoi6,,,,,,,,,,,,,,,,,,,,,,,,
㜝,3957793,ǎn,an2,,,,,,,,,,,,,,,,,,,,,,,,
㜢,3960154,lǚ,leoi5,,,,,,,,,,,,,,,,,,,,,,,,
㜣,3960270,,,,,,,,,,,,,,,,,,,,,,,,,,
㜤,3960298,niǎn,saam2,,,,,,,,,,,,,,,,,,,,,,,,
㜪,3961302,,,,,,,,,,,,,,,,,,,,,,,,,,
㜮,3961412,,,,,,,,,,,,,,,,,,,,,,,,,,
㜰,3961601,yuè,joek6,,,,,,,,,,,,,,,,,,,,,,,,
㜲,3963045,,,,,,,,,,,,,,,,,,,,,,,,,,
㜳,3963051,,,,,,,,,,,,,,,,,,,,,,,,,,
㜵,3963061,,,,,,,,,,,,,,,,,,,,,,,,,,
㜷,3963064,mí,,,,,,,,,,,,,,,,,,,,,,,,,
㜺,3963510,zàn,zaan2,,,,,,,,,,,,,,,,,,,,,,,,
㝂,3963595,,,,,,,,,,,,,,,,,,,,,,,,,,
㝃,3963596,,,,,,,,,,,,,,,,,,,,,,,,,,
㝅,3963600,,,,,,,,,,,,,,,,,,,,,,,,,,
㝈,3963607,luán,lyun4,,,,,,,,,,,,,,,,,,,,,,,,
㝌,3966685,,,,,,,,,,,,,,,,,,,,,,,,,,
㝏,3966709,,,,,,,,,,,,,,,,,,,,,,,,,,
㝐,3966732,,,,,,,,,,,,,,,,,,,,,,,,,,
㝖,3966990,,,,,,,,,,,,,,,,,,,,,,,,,,
㝗,3966992,,,,,,,,,,,,,,,,,,,,,,,,,,
㝞,3967422,,,,,,,,,,,,,,,,,,,,,,,,,,
㝢,3967470,,,,,,,う,う,う,,,,,,,,,,,,,,,,,
㝣,3967471,yì,,,,,,,,,,,,,,,,,,,,,,,,,
㝤,3967473,,,,,,,,,,,,,,,,,,,,,,,,,,
㝩,3969123,kǎng,,,,,,,,,,,,,,,,,,,,,,,,,
㝪,3969124,,,,,,,,,,,,,,,,,,,,,,,,,,
㝯,3969181,,,,,,,,,,,,,,,,,,,,,,,,,,
㝰,3969188,,,,,,,,,,,,,,,,,,,,,,,,,,
㝱,3969271,,,,,,,,,,,,,,,,,,,,,,,,,,
㝻,3972809,,,,,,,,,,,,,,,,,,,,,,,,,,
㝼,3972811,,,,,,,,,,,,,,,,,,,,,,,,,,
㝾,3972819,,,,,,,,,,,,,,,,,,,,,,,,,,
𠬝,3973098,,,,,,,,,,,,,,,,,,,,,,,,,,
㝿,3973109,,,,,,,,,,,,,,,,,,,,,,,,,,
㞁,3973115,,,,,,,,,,,,,,,,,,,,,,,,,,
㞂,3973116,,,,,,,,,,,,,,,,,,,,,,,,,,
㞄,3973120,,,,,,,,,,,,,,,,,,,,,,,,,,
㞆,3973128,,,,,,,,,,,,,,,,,,,,,,,,,,
㞇,3974771,,,,,,,,,,,,,,,,,,,,,,,,,,
㞋,3975732,,,,,,,,,,,,,,,,,,,,,,,,,,
㞏,3975975,zhí,,,,,,,,,,,,,,,,,,,,,,,,,
㞒,3975985,xiè,,,,,,,,,,,,,,,,,,,,,,,,,
㞓,3975988,,,,,,,,,,,,,,,,,,,,,,,,,,
㞕,3976010,,,,,,,,,,,,,,,,,,,,,,,,,,
㞙,3976038,,,,,,,,,,,,,,,,,,,,,,,,,,
㞚,3976039,zhǎ,,,,,,,,,,,,,,,,,,,,,,,,,
㞛,3976050,,,,,,,,,,,,,,,,,,,,,,,,,,
㞜,3976056,tuī,teoi1,,,,,,,,,,,,,,,,,,,,,,,,
㞟,3976153,,,,,,,,,,,,,,,,,,,,,,,,,,
㞡,3976213,,,,,,,,,,,,,,,,,,,,,,,,,,
㞢,3976329,,,,,,,,,,,,,,,,,,,,,,,,,,
㞣,3976620,,fan1,,,,,,,,,,,,,,,,,,,,,,,,
㞥,3976626,,,,,,,,,,,,,,,,,,,,,,,,,,
㞦,3977382,jǐ,gei2,,,,,,,,,,,,,,,,,,,,,,,,
㞷,3977417,,,,,,,,,,,,,,,,,,,,,,,,,,
𣥂,3977449,tà,,,,,,,,,,,,,,,,,,,,,,,,,
㞽,3979671,,,,,,,,,,,,,,,,,,,,,,,,,,
㟅,3980724,,,,,,,,,,,,,,,,,,,,,,,,,,
㟉,3980733,,,,,,,,,,,,,,,,,,,,,,,,,,
㟋,3980739,,,,,,,,,,,,,,,,,,,,,,,,,,
㟌,3980742,,,,,,,,,,,,,,,,,,,,,,,,,,
㟍,3980744,,,,,,,,,,,,,,,,,,,,,,,,,,
㟎,3980745,,,,,,,,,,,,,,,,,,,,,,,,,,
㟏,3980746,,,,,,,,,,,,,,,,,,,,,,,,,,
㟐,3980747,máng,,,,,,,,,,,,,,,,,,,,,,,,,
䠠,3980788,,,,,,,,,,,,,,,,,,,,,,,,,,
𤝕,3980953,,,,,,,,,,,,,,,,,,,,,,,,,,
𢆶,3981091,yōu,,,,,,,,,,,,,,,,,,,,,,,,,
𩰪,3981369,yù,,,,,,,,,,,,,,,,,,,,,,,,,
㟛,3982211,,,,,,,,,,,,,,,,,,,,,,,,,,
㟞,3982893,,,,,,,,,,,,,,,,,,,,,,,,,,
㟪,3983982,,,,,,,,,,,,,,,,,,,,,,,,,,
㟳,3984814,,,,,,,,,,,,,,,,,,,,,,,,,,
㟺,3984854,,,,,,,,,,,,,,,,,,,,,,,,,,
㟽,3984858,,,,,,,,,,,,,,,,,,,,,,,,,,
㟾,3984862,,,,,,,,,,,,,,,,,,,,,,,,,,
㠀,3984877,,,,,,,とう,とう,とう,,,,,,,,,,,,,,,,,
㠆,3985094,,,,,,,,,,,,,,,,,,,,,,,,,,
㠇,3985096,jiù,,,,,,,,,,,,,,,,,,,,,,,,,
㠊,3985219,,,,,,,,,,,,,,,,,,,,,,,,,,
㠍,3985416,,,,,,,,,,,,,,,,,,,,,,,,,,
㠐,3985489,,,,,,,,,,,,,,,,,,,,,,,,,,
㠑,3985640,,,,,,,,,,,,,,,,,,,,,,,,,,
㠒,3985642,,,,,,,,,,,,,,,,,,,,,,,,,,
㠖,3985674,,,,,,,,,,,,,,,,,,,,,,,,,,
㠛,3986663,,,,,,,,,,,,,,,,,,,,,,,,,,
㠠,3986832,,,,,,,,,,,,,,,,,,,,,,,,,,
㠢,3986834,,,,,,,,,,,,,,,,,,,,,,,,,,
㠥,3987013,,,,,,,,,,,,,,,,,,,,,,,,,,
㠦,3987024,,,,,,,,,,,,,,,,,,,,,,,,,,
㠭,3987249,zhǎn,zin2,,,,,,,,,,,,,,,,,,,,,,,,
㠴,3987944,,,,,,,,,,,,,,,,,,,,,,,,,,
㠵,3987946,,,,,,,,,,,,,,,,,,,,,,,,,,
㠷,3988295,,,,,,,,,,,,,,,,,,,,,,,,,,
㠸,3988296,kù,fu3,,,,,,,,,,,,,,,,,,,,,,,,
㠹,3988297,,,,,,,,,,,,,,,,,,,,,,,,,,
㠺,3988298,,,,,,,,,,,,,,,,,,,,,,,,,,
㠽,3988301,,,,,,,,,,,,,,,,,,,,,,,,,,
㠾,3988302,,,,,,,,,,,,,,,,,,,,,,,,,,
㠿,3989047,,,,,,,,,,,,,,,,,,,,,,,,,,
㡀,3989048,bì,bai6,,,,,,,,,,,,,,,,,,,,,,,,
㡁,3989049,,,,,,,,,,,,,,,,,,,,,,,,,,
㡅,3989059,,,,,,,,,,,,,,,,,,,,,,,,,,
㡆,3989060,,,,,,,,,,,,,,,,,,,,,,,,,,
㡇,3989061,,,,,,,,,,,,,,,,,,,,,,,,,,
㡉,3989296,,,,,,,,,,,,,,,,,,,,,,,,,,
㡊,3989462,,,,,,,,,,,,,,,,,,,,,,,,,,
㡋,3989465,,,,,,,,,,,,,,,,,,,,,,,,,,
㡏,3989512,,,,,,,,,,,,,,,,,,,,,,,,,,
㡑,3989745,,,,,,,,,,,,,,,,,,,,,,,,,,
㡒,3989746,,,,,,,,,,,,,,,,,,,,,,,,,,
㡓,3989752,,,,,,,,,,,,,,,,,,,,,,,,,,
㡗,3989761,,,,,,,,,,,,,,,,,,,,,,,,,,
㡘,3989960,,,,,,,,,,,,,,,,,,,,,,,,,,
㡙,3990010,,,,,,,,,,,,,,,,,,,,,,,,,,
㡜,3990023,,,,,,,,,,,,,,,,,,,,,,,,,,
㡝,3990027,,,,,,,,,,,,,,,,,,,,,,,,,,
㡟,3990034,,,,,,,,,,,,,,,,,,,,,,,,,,
㡥,3990281,,,,,,,,,,,,,,,,,,,,,,,,,,
㡧,3990283,,,,,,,,,,,,,,,,,,,,,,,,,,
㡨,3990345,,,,,,,,,,,,,,,,,,,,,,,,,,
㡲,3990768,,,,,,,,,,,,,,,,,,,,,,,,,,
㡷,3991424,,,,,,,,,,,,,,,,,,,,,,,,,,
㡹,3991439,jū,zeoi1,,,,,,,,,,,,,,,,,,,,,,,,
㡺,3991442,,,,,,,,,,,,,,,,,,,,,,,,,,
㡼,3991756,,,,,,,,,,,,,,,,,,,,,,,,,,
㡿,3991762,,,,,,,,,,,,,,,,,,,,,,,,,,
㢁,3991768,,,,,,,,,,,,,,,,,,,,,,,,,,
㢂,3991780,,,,,,,,,,,,,,,,,,,,,,,,,,
㢅,3992665,,,,,,,,,,,,,,,,,,,,,,,,,,
㢈,3992858,,,,,,,,,,,,,,,,,,,,,,,,,,
㢊,3992880,,,,,,,,,,,,,,,,,,,,,,,,,,
㢋,3992896,,,,,,,,,,,,,,,,,,,,,,,,,,
㢏,3993359,,,,,,,,,,,,,,,,,,,,,,,,,,
㢒,3993431,,,,,,,,,,,,,,,,,,,,,,,,,,
㢓,3993435,,,,,,,,,,,,,,,,,,,,,,,,,,
㢔,3993455,,,,,,,,,,,,,,,,,,,,,,,,,,
㢖,3993465,,,,,,,,,,,,,,,,,,,,,,,,,,
㢗,3993468,,,,,,,,,,,,,,,,,,,,,,,,,,
㢚,3993606,,,,,,,,,,,,,,,,,,,,,,,,,,
㢝,3994426,,,,,,,,,,,,,,,,,,,,,,,,,,
㢟,3994431,chān,cin2,,,,,,,,,,,,,,,,,,,,,,,,
㢡,3994447,,,,,,,,,,,,,,,,,,,,,,,,,,
㢨,3995262,,,,,,,,,,,,,,,,,,,,,,,,,,
㢪,3996275,,,,,,,,,,,,,,,,,,,,,,,,,,
𠬢,3996561,,,,,,,,,,,,,,,,,,,,,,,,,,
㢯,3996717,,,,,,,,,,,,,,,,,,,,,,,,,,
㢰,3996723,,,,,,,,,,,,,,,,,,,,,,,,,,
㢵,3997507,,,,,,,,,,,,,,,,,,,,,,,,,,
㢻,3998358,,,,,,,,,,,,,,,,,,,,,,,,,,
㢼,3998359,,,,,,,,,,,,,,,,,,,,,,,,,,
㢾,3998362,,,,,,,,,,,,,,,,,,,,,,,,,,
𥎦,3998388,,,,,,,,,,,,,,,,,,,,,,,,,,
㣁,3998391,,,,,,,,,,,,,,,,,,,,,,,,,,
㣂,3998392,,,,,,,,,,,,,,,,,,,,,,,,,,
㣅,3998406,,,,,,,,,,,,,,,,,,,,,,,,,,
㣆,3998408,,,,,,,,,,,,,,,,,,,,,,,,,,
㣈,3998415,,,,,,,,,,,,,,,,,,,,,,,,,,
㣌,3999672,,,,,,,,,,,,,,,,,,,,,,,,,,
㣎,3999688,,,,,,,,,,,,,,,,,,,,,,,,,,
㣑,3999706,,,,,,,,,,,,,,,,,,,,,,,,,,
㣙,4002692,,,,,,,,,,,,,,,,,,,,,,,,,,
㣝,4002728,,,,,,,,,,,,,,,,,,,,,,,,,,
㣟,4002732,,,,,,,,,,,,,,,,,,,,,,,,,,
㣤,4002785,,,,,,,,,,,,,,,,,,,,,,,,,,
㣥,4002789,,,,,,,,,,,,,,,,,,,,,,,,,,
㣫,4004119,,,,,,,,,,,,,,,,,,,,,,,,,,
㣭,4004133,,,,,,,,,,,,,,,,,,,,,,,,,,
㣱,4004192,,,,,,,,,,,,,,,,,,,,,,,,,,
㣶,4008130,,,,,,,,,,,,,,,,,,,,,,,,,,
㣻,4008145,,,,,,,,,,,,,,,,,,,,,,,,,,
㣿,4009941,,,,,,,,,,,,,,,,,,,,,,,,,,
㤄,4009951,,,,,,,,,,,,,,,,,,,,,,,,,,
㤆,4009952,,,,,,,,,,,,,,,,,,,,,,,,,,
㤇,4009955,ǎo,,,,,,,,,,,,,,,,,,,,,,,,,
㤉,4009958,,,,,,,,,,,,,,,,,,,,,,,,,,
㤊,4009959,,,,,,,,,,,,,,,,,,,,,,,,,,
㤍,4009964,,,,,,,,,,,,,,,,,,,,,,,,,,
㤎,4013668,,,,,,,,,,,,,,,,,,,,,,,,,,
㤏,4013669,tóng,,,,,,,,,,,,,,,,,,,,,,,,,
㤒,4013672,,,,,,,,,,,,,,,,,,,,,,,,,,
㤕,4013675,,,,,,,,,,,,,,,,,,,,,,,,,,
㤞,4014767,,,,,,,,,,,,,,,,,,,,,,,,,,
㤠,4014784,,,,,,,,,,,,,,,,,,,,,,,,,,
㤥,4015948,,,,,,,,,,,,,,,,,,,,,,,,,,
㤨,4015954,,,,,,,,,,,,,,,,,,,,,,,,,,
㤩,4015956,,,,,,,,,,,,,,,,,,,,,,,,,,
