,Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column13,Column14,Column15,Column16,Column17,Column18,Column19,Column20,Column21,Column22,Column23,Column24,Column25,Column26,Column27,Column28
7866,脘,24380.0,wǎn,gun2,,,,,かん,かん,かん,hangeul=완|eumhun=,,,,,,,,,,,,,,,,
7867,脙,24381.0,xiū,,,,,,,,,,,,,,,,,,,,,,,,,
7868,脚,24382.0,,,,,,,かく,かく,きゃく,,,,,,,,,,,,,,,,,
7869,脛,24383.0,jìng,ging3,,,,,けい,,,hangeul=경|eumhun=|rv=gyeong|mr=kyŏng|y=kyeng,,,,,,,,,,,,,,,,
7870,脝,24385.0,,,,,,,,,,,,,,,,,,,,,,,,,,
7871,脞,24386.0,cuǒ,cho2,,,,,さ,,,,,,,,,,,,,,,,,,,
7872,脟,24387.0,,,,,,,,,,,,,,,,,,,,,,,,,,
7873,脠,24388.0,,,,,,,せん,,,,,,,,,,,,,,,,,,,
7874,脡,24389.0,tǐng,ting2,,,,,,,,,,,,,,,,,,,,,,,,
7875,脢,24390.0,méi,mui4,,,,,,,,,,,,,,,,,,,,,,,,
7876,脣,24391.0,chún,seon4,sùn,,tûn,3zen,しん,しん,しん,hangeul=[[순]], [[민]]|eumhun=|rv=sun, min|mr=sun, min|y=swun, min,,,,,,,,,,,,
7877,脤,24392.0,,,,,,,しん,,,hangeul=신|eumhun=|rv=sin|mr=sin|y=sin,,,,,,,,,,,,,,,,
7878,脥,24393.0,,,,,,,,,,,,,,,,,,,,,,,,,,
7879,脧,24395.0,zuī,zoe1,chôi,,,,さい,,,hangeul=죄|eumhun=|rv=joe|mr=choe|y=coy,,,,,,,,,,,,,,,,
7880,脩,24397.0,xiū,sau1,,,sau,,しゅ,しゅ,しゅう,hangeul=수|eumhun=|rv=su|mr=su|y=swu,,,,,,,,,,,,,,,,
7881,脪,24398.0,,,,,,,,,,,,,,,,,,,,,,,,,,
7882,脫,24399.0,tuō,tyut3,thot,,thut,4theq,だつ,,,hangeul=[[탈]], [[태]]|eumhun=|mr=t'al, t'ae|y=thal, thay,,,,,,,,,,,,,
7883,脬,24400.0,pāo,paau1,,,a,,ほう,,,,,,,,,,,,,,,,,,,
7884,脮,24402.0,něi,,,,,,,,,,,,,,,,,,,,,,,,,
7885,脯,24403.0,pú,pou4,,,pô͘,,ふ,ふ,ふ,hangeul=포|eumhun=|rv=po|mr=p'o|y=pho,,,,,,,,,,,,,,,,
7886,脰,24404.0,dòu,dau6,,,tāu,,とう,,,hangeul=두,,,,,,,,,,,,,,,,
7887,脹,24413.0,zhàng,zoeng3,chong,,,,ちょう,ちょう,ちょう,hangeul=창,,,,,,,,,,,,,,,,
7888,脼,24416.0,liǎng,,,,,,りょう,,,,,,,,,,,,,,,,,,,
7889,脽,24417.0,shuí,seoi4,,,,,,,,,,,,,,,,,,,,,,,,
7890,脾,24418.0,pí,pei4,pì,,pî,3bi,ひ,,,hangeul=비|eumhun=|rv=bi|mr=pi|y=pi,,,,,,,,,,,,,,,,
7891,腃,24423.0,,,,,,,,,,,,,,,,,,,,,,,,,,
7892,腄,24424.0,chuí,ceoi4,,,,,,,,,,,,,,,,,,,,,,,,
7893,腅,24425.0,dàn,,,,,,たん,,,,,,,,,,,,,,,,,,,
7894,腆,24426.0,tiǎn,tin2,,,thián,,てん,てん,てん,전,,,,,,,,,,,,,,,,
7895,腊,24430.0,xī,sik1,,,,,せき,,,석,,,,,,,,,,,,,,,,
7896,腍,24433.0,rěn,nam5,,,,,,,,,,,,,,,,,,,,,,,,
7897,腎,24434.0,shèn,san6,sṳn,sen4,sīn,3zen,じん,じん,しん,hangeul=신|eumhun=|rv=sin|mr=sin|y=sin,,,,,,,,,,,,,,,,
7898,腏,24435.0,,,,,,,,,,,,,,,,,,,,,,,,,,
7899,腐,24436.0,fǔ,fu6,,,hū,,ぶ,ぶ,ふ,hangeul=부|eumhun=썩을|rv=bu|mr=pu|y=pu,,,,,,,,,,,,,,,,
7900,腑,24437.0,fǔ,fu2,,,hú,,ふ,,,육부|부,,,,,,,,,,,,,,,,
7901,腒,24438.0,jū,keui4,,,,,きょ,,,hangeul=거|eumhun=|rv=geo|mr=kŏ|y=ke,,,,,,,,,,,,,,,,
7902,腓,24439.0,féi,fei4,,,hûi,,ひ,,,hangeul=비|eumhun=|rv=bi|mr=pi|y=pi,,,,,,,,,,,,,,,,
7903,腔,24440.0,qiāng,hong1,,,,1qian,こう,こう,こう,hangeul=강|eumhun=|rv=gang|mr=kang|y=kang,,,,,,,,,,,,,,,,
7904,腕,24441.0,wàn,wun2,vón,,óaⁿ,,わん,わん,わん,hangeul=완|eumhun=|rv=wan|mr=wan|y=wan,,,,,,,,,,,,,,,,
7905,腛,24447.0,wò,ak1,,,,,,,,,,,,,,,,,,,,,,,,
7906,腜,24448.0,méi,mui4,,,,,,,,,,,,,,,,,,,,,,,,
7907,腝,24449.0,,,,,,,,,,,,,,,,,,,,,,,,,,
7908,腠,24452.0,còu,cau3,,,chò͘,,そう,,,주,,,,,,,,,,,,,,,,
7909,腡,24453.0,luō,lo4,,,lô,,ら,,,,,,,,,,,,,,,,,,,
7910,腣,24455.0,,,,,,,,,,,,,,,,,,,,,,,,,,
7911,腤,24456.0,ān,,,,,,,,,hangeul=암|eumhun=|rv=am|mr=am|y=am,,,,,,,,,,,,,,,,
7912,腥,24457.0,xīng,seng1,,,seng,,しょう,しょう,せい,hangeul=성|eumhun=|rv=seong|mr=sŏng|y=seng,,,,,,,,,,,,,,,,
7913,腦,24458.0,nǎo,nou5,nó,,,3nau,のう,,,,,,,,,,,,,,,,,,,
7914,腧,24459.0,,,,,,,しゅ,,,,,,,,,,,,,,,,,,,
7915,腨,24460.0,,,,,,,せん,,,,,,,,,,,,,,,,,,,
7916,腫,24463.0,zhǒng,zung2,chúng,,chióng,,しゅ,しゅ,しょう,hangeul=종|eumhun=|rv=jong|mr=chong|y=cong,,,,,,,,,,,,,,,,
7917,腬,24464.0,róu,lau6,,,,,,,,,,,,,,,,,,,,,,,,
7918,腯,24467.0,tú,dat1,,,,,どち,どち,とつ,,,,,,,,,,,,,,,,,
7919,腰,24468.0,yāo,jiu1,yêu,,io,1iau,よう,,,hangeul=요|eumhun=|rv=yo|mr=yo|y=yo,,,,,,,,,,,,,,,,
7920,腱,24469.0,jiàn,gin3,,,kiān,,けん,けん,こん,hangeul=건|eumhun=|rv=geon|mr=kŏn|y=ken,,,,,,,,,,,,,,,,
7921,腲,24470.0,,,,,,,,,,,,,,,,,,,,,,,,,,
7922,腳,24471.0,jiǎo,goek3,kiok,giong5,kioh,4jiaq,,,,hangeul=각,,,,,,,,,,,,,,,,
7923,腴,24472.0,yú,jyu4,,,,,ゆ,,,hangeul=유|eumhun=|rv=yu|mr=yu|y=yu,,,,,,,,,,,,,,,,
7924,腶,24474.0,,,,,,,,,,hangeul=단|eumhun=|rv=dan|mr=tan|y=tan,,,,,,,,,,,,,,,,
7925,腷,24475.0,,,,,,,ひょく,,,,,,,,,,,,,,,,,,,
7926,腸,24476.0,cháng,coeng4,chhòng,cong2,̂g,3zan,じょう,じょう,ちょう,hangeul=[[장]]|eumhun=|mr=chang|y=cang,,,,,,,,,,,,,,,,
7927,腹,24477.0,fù,fuk1,puk,,pak,4foq,ふく,ふく,ふく,배|복,,,,,,,,,,,,,,,,
7928,腿,24483.0,tuǐ,teoi2,thúi,,thúi,2the,たい,,,hangeul=퇴,,,,,,,,,,,,,,,,
7929,膀,24485.0,bǎng,bong2,,,póng,2paan,ぼう,ぼう,ほう,hangeul=방,,,,,,,,,,,,,,,,
7930,膁,24486.0,,,,,,,けん,,,,,,,,,,,,,,,,,,,
7931,膂,24487.0,lǚ,leoi3,,,,,りょ,,,hangeul=[[려]]>[[여]]|eumhun=|rv=ryeo>yeo|mr=ryŏ>yŏ|y=lye>ye,,,,,,,,,,,,,,,,
7932,膃,24488.0,wà,wat1,,,,,おち,おち,おつ,hangeul=올|eumhun=|rv=ol|mr=ol|y=ol,,,,,,,,,,,,,,,,
7933,膆,24491.0,,,,,,,そ,,,hangeul=소|eumhun=|rv=so|mr=so|y=so,,,,,,,,,,,,,,,,
7934,膇,24492.0,,,,,,,,,,,,,,,,,,,,,,,,,,
7935,膈,24493.0,gé,gaak3,,,,,きゃく,きゃく,かく,hangeul=격|eumhun=,,,,,,,,,,,,,,,,
7936,膉,24494.0,yì,jik1,,,,,,,,,,,,,,,,,,,,,,,,
7937,膊,24495.0,bó,bok3,,,ok,,はく,,,hangeul=박|eumhun=|rv=bak|mr=pak|y=pak,,,,,,,,,,,,,,,,
7938,膋,24496.0,liáo,liu4,,,,,りょう,,,hangeul=[[료]]>[[요]]|eumhun=|rv=ryo>yo|mr=ryo>yo|y=lyo>yo,,,,,,,,,,,,,,,,
7939,膌,24497.0,jí,zek3,,,,,,,,,,,,,,,,,,,,,,,,
7940,膍,24498.0,pí,pei4,,,,,,,,,,,,,,,,,,,,,,,,
7941,膎,24499.0,xié,,,,,,かい,,,,,,,,,,,,,,,,,,,
7942,膏,24500.0,gāo,gou1,kò,,ko,1kau,こう,,,hangeul=고|eumhun=|mr=ko|y=ko,,,,,,,,,,,,,,,,
7943,膒,24503.0,ōu,au1,,,,,,,,,,,,,,,,,,,,,,,,
7944,膕,24506.0,guó,gwok3,,,,,かく,,,hangeul=괵|rv=goek|mr=,,,,,,,,,,,,,,,,
7945,膗,24508.0,chuái,ceoi4,,,,,,,,,,,,,,,,,,,,,,,,
7946,膘,24509.0,biāo,biu1,,,piau,,ひょう,,,hangeul=표|eumhun=|rv=pyo|mr=p'yo|y=phyo,,,,,,,,,,,,,,,,
7947,膙,24510.0,jiǎng,koeng6,,,,,,,,,,,,,,,,,,,,,,,,
7948,膚,24511.0,fū,fu1,fû,,hu,1fu,ふ,ふ,ふ,,,,,,,,,,,,,,,,,
7949,膝,24514.0,xī,sat1,chhit,qid5,sit,4xiq,しち,しち,しつ,hangeul=슬,,,,,,,,,,,,,,,,
7950,膞,24515.0,zhuān,zyun1,,,,,せん,,,hangeul=[[전]]|eumhun=|rv=jeon|mr=chŏn|y=cen,,,,,,,,,,,,,,,,
7951,膟,24516.0,lǜ,leot6,,,,,,,,,,,,,,,,,,,,,,,,
7952,膠,24517.0,jiāo,gaau1,kâu,,ka,1kau,きょう,きょう,こう,hangeul=교|eumhun=|rv=gyo|mr=kyo|y=kyo,,,,,,,,,,,,,,,,
7953,膡,24518.0,,,,,,,,,,,,,,,,,,,,,,,,,,
7954,膢,24519.0,lǘ,leoi4,,,,,る,る,ろう,,,,,,,,,,,,,,,,,
7955,膨,24525.0,péng,paang4,,,êng,,ぼう,,,hangeul=팽|eumhun=|rv=paeng|mr=p'aeng|y=phayng,,,,,,,,,,,,,,,,
7956,膩,24526.0,nì,nei6,ni,ni4,,3nyi,じ,,,hangeul=[[니]]>[[이]]|eumhun=|rv=ni>i|mr=ni>i|y=ni>i,,,,,,,,,,,,,,,,
7957,膪,24527.0,chuài,,,,,,,,,,,,,,,,,,,,,,,,,
7958,膫,24528.0,liáo,liu4,,,,,,,,,,,,,,,,,,,,,,,,
7959,膬,24529.0,,,,,,,,,,,,,,,,,,,,,,,,,,
7960,膭,24530.0,,,,,,,,,,,,,,,,,,,,,,,,,,
7961,膮,24531.0,xiāo,hiu1,,,,,きょう,,,,,,,,,,,,,,,,,,,
7962,膯,24532.0,tēng,tang3,,,,,,,,,,,,,,,,,,,,,,,,
7963,膰,24533.0,,,,,,,ぼん,ぼん,はん,hangeul=번|eumhun=|rv=beon|mr=pŏn|y=pen,,,,,,,,,,,,,,,,
7964,膱,24534.0,zhí,zik1,,,,,,,,,,,,,,,,,,,,,,,,
7965,膲,24535.0,hū,ziu1,,,,,しょう,,,,,,,,,,,,,,,,,,,
7966,膳,24536.0,shàn,sin6,,,siān,3zoe,ぜん,ぜん,せん,hangeul=선|eumhun=|rv=seon|mr=sŏn|y=sen,,,,,,,,,,,,,,,,
7967,膴,24537.0,wú,mou5,,,,,こ,,,hangeul=무|eumhun=|rv=mu|mr=mu|y=mu,,,,,,,,,,,,,,,,
7968,膷,24540.0,,,,,,,,,,,,,,,,,,,,,,,,,,
7969,膹,24542.0,fèn,,,,,,,,,hangeul=분|eumhun=|rv=bun|mr=pun|y=pun,,,,,,,,,,,,,,,,
7970,膺,24543.0,yīng,jing1,,,,,よう,,,hangeul=응|eumhun=|rv=eung|mr=ŭng|y=ung,,,,,,,,,,,,,,,,
7971,膻,24544.0,dàn,daan6,,,,,たん,,,hangeul=[[단]], [[전]]|rv=dan, jeon|mr=tan, chŏn,,,,,,,,,,,,,
7972,膼,24545.0,bèi,,,,,,,,,,,,,,,,,,,,,,,,,
7973,膽,24546.0,dǎn,daam2,tám,,táⁿ,2te,たん,たん,たん,hangeul=담|eumhun=|rv=dam|mr=tam|y=tam,,,,,,,,,,,,,,,,
7974,膾,24547.0,kuài,kui2,,,kòe,,え,え,かい,hangeul=회|eumhun=|rv=hoe|mr=hoe|y=hoy,,,,,,,,,,,,,,,,
7975,膿,24548.0,nóng,nung4,nùng,,lông,,のう,のう,どう,hangeul=농|eumhun=고름|rv=nong|mr=nong|y=nong,,,,,,,,,,,,,,,,
7976,臀,24549.0,tún,tyun4,thùn,tun2,thûn,3den,どん,どん,とん,볼기|둔,,,,,,,,,,,,,,,,
7977,臂,24551.0,bì,bei3,,,pì,,ひ,ひ,ひ,팔|비,,,,,,,,,,,,,,,,
7978,臄,24553.0,jué,koek6,,,,,,,,,,,,,,,,,,,,,,,,
7979,臅,24554.0,,,,,,,しょく,,,,,,,,,,,,,,,,,,,
7980,臆,24555.0,yì,jik1,,,,2i,おく,おく,よく,hangeul=억|eumhun=|rv=eok|mr=ŏk|y=ek,,,,,,,,,,,,,,,,
7981,臇,24556.0,,,,,,,,,,,,,,,,,,,,,,,,,,
7982,臈,24557.0,gé,,,,,,ろう,,,,,,,,,,,,,,,,,,,
7983,臉,24558.0,liǎn,lim5,liám,liên1,lián,3li,けん,けん,けん,뺨|검,,,,,,,,,,,,,,,,
7984,臊,24559.0,sāo,sou1,,,so,,そう,,,hangeul=조|eumhun=|rv=jo|mr=cho|y=co,,,,,,,,,,,,,,,,
7985,臍,24562.0,qí,ci4,chhì,qi2,châi,3xxi,ざい,ざい,せい,hangeul=제|eumhun=|rv=je|mr=che|y=cey,,,,,,,,,,,,,,,,
7986,臎,24563.0,,,,,,,すい,,,,,,,,,,,,,,,,,,,
7987,臏,24564.0,bìn,ban3,,,,,ひん,,,hangeul=빈|eumhun=|rv=bin|mr=pin|y=pin,,,,,,,,,,,,,,,,
7988,臐,24565.0,,,,,,,,,,,,,,,,,,,,,,,,,,
7989,臑,24566.0,rú,jyu4,,,,,どう,,,hangeul=노|eumhun=|rv=no|mr=no|y=no,,,,,,,,,,,,,,,,
7990,臒,24567.0,wò,wok3,,,,,,,,,,,,,,,,,,,,,,,,
7991,臔,24570.0,,,,,,,,,,,,,,,,,,,,,,,,,,
7992,臕,24571.0,,,,,,,ひょう,,,,,,,,,,,,,,,,,,,
7993,臖,24572.0,xìng,,,,,,,,,,,,,,,,,,,,,,,,,
7994,臗,24573.0,,,,,,,こん,,,,,,,,,,,,,,,,,,,
7995,臘,24574.0,là,laap6,,lab6,la̍p,,ろう,ろう,ろう,hangeul=[[랍]]>[[납]]|eumhun=|rv=rap>nap|mr=rap>nap|y=lap>nap,,,,,,,,,,,,,,,,
7996,臚,24576.0,lú,lou4,,,,,りょ,,,hangeul=[[려]]>[[여]]|eumhun=|rv=ryeo>yeo|mr=ryŏ>yŏ|y=lye>ye,,,,,,,,,,,,,,,,
7997,臛,24577.0,huò,fok3,,,,,かく,,,,,,,,,,,,,,,,,,,
7998,臝,24579.0,,,,,,,ら,,,hangeul=[[라]]>[[나]]|eumhun=|rv=ra>na|mr=ra>na|y=la>na,,,,,,,,,,,,,,,,
7999,臞,24582.0,,,,,,,く,,,,,,,,,,,,,,,,,,,
8000,臠,24584.0,luān,lyun4,,,,,れん,,,hangeul=[[련]]>[[연]]|eumhun=|rv=ryeon>yeon|mr=ryŏn>yŏn|y=lyen>yen,,,,,,,,,,,,,,,,
8001,臡,24585.0,,,,,,,でい,,,,,,,,,,,,,,,,,,,
8002,臣,24587.0,chén,san4,sṳ̀n,,sîn,3zen,じん,じん,しん,hangeul=신|eumhun=,,,,,,,,,,,,,,,,
8003,臤,24588.0,qiān,haan1,,,,,かん,,,hangeul=간|eumhun=|rv=gan|mr=kan|y=kan,,,,,,,,,,,,,,,,
8004,臥,24589.0,wò,ngo6,ngo,,,3ngu,が,が,が,hangeul=와,,,,,,,,,,,,,,,,
8005,臦,24590.0,guàng,gwong3,,,,,,,,,,,,,,,,,,,,,,,,
8006,臧,24591.0,zāng,zong1,,,,,ぞう,,,장,,,,,,,,,,,,,,,,
8007,臨,24592.0,lín,lam4,lìm,lim2,lîm,3lin,りん,りん,りん,hangeul=[[림]]>[[임]]|eumhun=|rv=rim>im|mr=rim>im|y=lim>im,,,,,,,,,,,,,,,,
8008,臩,24593.0,guàng,gwing2,,,,,,,,,,,,,,,,,,,,,,,,
8009,自,24594.0,zì,zi6,chhṳ,ci4,,3zr,じ,じ,し,hangeul=자|eumhun=스스로|mr=cha|y=ca,,,,,,,,,,,,,,,,
8010,臬,24596.0,niè,jit6,,,,,,,,얼,,,,,,,,,,,,,,,,
8011,臮,24598.0,jì,,,,,,,,,,,,,,,,,,,,,,,,,
8012,臯,24599.0,,,,,,,こう,,,,,,,,,,,,,,,,,,,
8013,臱,24601.0,mián,min4,,,,,べん,,,,,,,,,,,,,,,,,,,
8014,臲,24602.0,niè,jit6,,,,,げつ,,,,,,,,,,,,,,,,,,,
8015,至,24603.0,zhì,zi3,chì,,chì,2tsr,し,し,し,hangeul=지|eumhun=|rv=ji|mr=chi|y=ci,,,,,,,,,,,,,,,,
8016,致,24604.0,zhì,zi3,chṳ,,tì,,ち,ち,ち,치,,,,,,,,,,,,,,,,
8017,臶,24606.0,,,,,,,せん,,,hangeul=천|eumhun=|rv=cheon|mr=ch'ŏn|y=chen,,,,,,,,,,,,,,,,
8018,臸,24608.0,zhì,,,,,,じつ,,,,,,,,,,,,,,,,,,,
8019,臺,24610.0,tái,toi4,thòi,,tâi,3de,だい,だい,たい,hangeul=[[대]]|eumhun=|rv=dae|mr=tae|y=tay,,,,,,,,,,,,,,,,
8020,臻,24611.0,zhēn,zeon1,,,chin,,しん,しん,しん,hangeul=진|eumhun=|rv=jin|mr=chin|y=cin,,,,,,,,,,,,,,,,
8021,臼,24612.0,jiù,kau3,khiu,,ǔ,,ぐ,ぐ,きゅう,구,,,,,,,,,,,,,,,,
8022,臽,24613.0,xiàn,haam6,,,,,かん,,,hangeul=함|rv=ham|mr=ham,,,,,,,,,,,,,,,,
8023,臾,24614.0,yǒng,jung5,,,,,ゆ,,,hangeul=유|eumhun=|rv=yu|mr=yu|y=yu,,,,,,,,,,,,,,,,
8024,臿,24619.0,chā,caap3,,,chhap,,そう,,,hangeul=삽|rv=sap|mr=sap,,,,,,,,,,,,,,,,
8025,舀,24620.0,yǎo,jiu5,yéu,,iáu,,よう,,,hangeul=요|eumhun=|rv=yo|mr=yo|y=yo,,,,,,,,,,,,,,,,
8026,舁,24621.0,yú,jyu4,,,kú,,よ,,,hangeul=여|eumhun=|rv=yeo|mr=yŏ|y=ye,,,,,,,,,,,,,,,,
8027,舂,24622.0,chōng,zung1,chûng,,cheng,,しゅ,しゅ,しょう,hangeul=[[용]], [[송]], [[창]]|eumhun=|rv=yong, song, chang|mr=yong, song, ch'ang|y=yong, song, chang,,,,,,,,
8028,舄,24624.0,què,,,,,,しゃく,,,hangeul=석|eumhun=|rv=seok|mr=sŏk|y=sek,,,,,,,,,,,,,,,,
8029,舅,24625.0,jiù,kau5,khiû,kiu1,,3jjieu,きゅう,,,hangeul=구|eumhun=|rv=gu|mr=ku|y=kwu,,,,,,,,,,,,,,,,
8030,與,24627.0,yǔ,jyu5,yî,,í,3hhy,よ,よ,よ,hangeul=[[여]]|eumhun=|rv=yeo|mr=yŏ|y=ye,,,,,,,,,,,,,,,,
8031,興,24628.0,xīng,hing1,hîn,hin1,heng,1xin,こう,こう,きょう,hangeul=흥|eumhun=|rv=heung|mr=hŭng|y=hung,,,,,,,,,,,,,,,,
8032,舉,24629.0,jǔ,geoi2,kí,gi3,,,きょ,,,,,,,,,,,,,,,,,,,
8033,舊,24630.0,jiù,gau6,khiu,,kū,3jjieu,ぐ,ぐ,きゅう,hangeul=구|eumhun=,,,,,,,,,,,,,,,,
8034,舋,24631.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8035,舌,24632.0,shé,sit3,sa̍t,sad6,chi̍h,5zeq,ぜち,ぜち,ぜつ,hangeul=설|eumhun=|mr=sŏl|y=sel,,,,,,,,,,,,,,,,
8036,舍,24633.0,shè,se3,,,sià,,しゃ,しゃ,しゃ,hangeul=사|eumhun=|rv=sa|mr=sa|y=sa,,,,,,,,,,,,,,,,
8037,舐,24636.0,shì,saai5,sê,,,,し,,,지,,,,,,,,,,,,,,,,
8038,舑,24637.0,tān,taan1,,,,,,,,,,,,,,,,,,,,,,,,
8039,舒,24638.0,shū,syu1,,,so͘,1sr,しょ,しょ,しょ,hangeul=서|eumhun=|rv=seo|mr=sŏ|y=se,,,,,,,,,,,,,,,,
8040,舓,24639.0,,,,,,,し,,,,,,,,,,,,,,,,,,,
8041,舕,24642.0,dàn,,,,,,,,,,,,,,,,,,,,,,,,,
8042,舚,24647.0,tān,,,,,,てん,,,,,,,,,,,,,,,,,,,
8043,舛,24648.0,chuǎn,cyun2,,,chhoán,,せん,せん,せん,hangeul=천|eumhun=|rv=cheon|mr=ch'ŏn|y=chen,,,,,,,,,,,,,,,,
8044,舜,24650.0,shùn,seon3,,,,,しゅん,,,hangeul=순|eumhun=|rv=sun|mr=sun|y=swun,,,,,,,,,,,,,,,,
8045,舝,24651.0,xiá,hat6,,,,,かつ,,,,,,,,,,,,,,,,,,,
8046,舞,24652.0,wǔ,mou5,vú,vu3,bú,3vu,む,む,ぶ,hangeul=[[무]]|eumhun=|rv=mu|mr=mu|y=mu,,,,,,,,,,,,,,,,
8047,舟,24653.0,zhōu,zau1,chû,,chiu,1tseu,しゅ,しゅ,しゅう,hangeul=주|eumhun=|rv=ju|mr=chu|y=cwu,,,,,,,,,,,,,,,,
8048,舠,24654.0,dāo,dou1,,,,,,,,,,,,,,,,,,,,,,,,
8049,舡,24655.0,gāng,gong1,,,,,こう,,,hangeul=강|eumhun=|rv=gang|mr=kang|y=kang,,,,,,,,,,,,,,,,
8050,舥,24659.0,pā,paa1,,,,,,,,,,,,,,,,,,,,,,,,
8051,舩,24663.0,,,,,,,せん,,,,,,,,,,,,,,,,,,,
8052,航,24664.0,háng,hong4,,,hâng,3hhaan,ごう,ごう,こう,hangeul=[[항]]|eumhun=|rv=hang|mr=hang|y=hang,,,,,,,,,,,,,,,,
8053,舫,24665.0,fǎng,fong2,,,hong,,ほう,ほう,ほう,방,,,,,,,,,,,,,,,,
8054,般,24666.0,bān,bun1,,,poaⁿ,1pe,ばん,ばん,はん,hangeul=반|eumhun=|rv=ban|mr=pan|y=pan,,,,,,,,,,,,,,,,
8055,舲,24672.0,,,,,,,れい,,,hangeul=[[령]]>[[영]]|eumhun=|rv=ryeong>yeong|mr=ryŏng>yŏng|y=lyeng>yeng,,,,,,,,,,,,,,,,
8056,舳,24673.0,zhú,zuk6,,,,,じく,じく,ちく,hangeul=축|eumhun=|rv=chuk|mr=ch'uk|y=chwuk,,,,,,,,,,,,,,,,
8057,舴,24674.0,zé,zaak3,,,,,たく,,,,,,,,,,,,,,,,,,,
8058,舵,24675.0,duò,to4,,,tǒ,,だ,だ,た,타,,,,,,,,,,,,,,,,
8059,舶,24676.0,bó,bok6,,,pia̍k,,びゃく,びゃく,はく,hangeul=박|eumhun=|rv=bak|mr=pak|y=pak,,,,,,,,,,,,,,,,
8060,舷,24677.0,xián,jin4,,,hiân,,げん,げん,けん,hangeul=현|eumhun=|rv=hyeon|mr=hyŏn|y=hyen,,,,,,,,,,,,,,,,
8061,舸,24678.0,gě,go2,,,,,か,,,hangeul=가|eumhun=|rv=ga|mr=ka|y=ka,,,,,,,,,,,,,,,,
8062,船,24679.0,chuán,syun4,sòn,,chûn,3zoe,ぜん,ぜん,せん,hangeul=선,,,,,,,,,,,,,,,,
8063,舼,24682.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8064,舽,24683.0,,,,,,,,,,hangeul=방|eumhun=|rv=bang|mr=pang|y=pang,,,,,,,,,,,,,,,,
8065,艀,24686.0,,,,,,,ふ,,,hangeul=부|eumhun=|rv=bu|mr=pu|y=pu,,,,,,,,,,,,,,,,
8066,艁,24687.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8067,艃,24689.0,lí,,,,,,り,り,り,,,,,,,,,,,,,,,,,
8068,艅,24691.0,yú,jyu4,,,,,よ,よ,よ,hangeul=여|eumhun=|rv=yeo|mr=yŏ|y=ye,,,,,,,,,,,,,,,,
8069,艆,24692.0,,,,,,,ろう,,,,,,,,,,,,,,,,,,,
8070,艇,24693.0,tǐng,ting5,,,théng,,てい,,,정,,,,,,,,,,,,,,,,
8071,艋,24697.0,měng,maang5,,,,,もう,,,,,,,,,,,,,,,,,,,
8072,艎,24700.0,huáng,wong4,,,,,こう,,,,,,,,,,,,,,,,,,,
8073,艐,24702.0,kè,zung1,,,,,,,,,,,,,,,,,,,,,,,,
8074,艑,24703.0,,,,,,,へん,,,hangeul=편|eumhun=|rv=pyeon|mr=p'yŏn|y=phyen,,,,,,,,,,,,,,,,
8075,艒,24704.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8076,艖,24708.0,,,,,,,さ,,,,,,,,,,,,,,,,,,,
8077,艗,24709.0,yì,jik6,,,,,,,,,,,,,,,,,,,,,,,,
8078,艚,24712.0,cáo,cou4,,,,,ぞう,ぞう,そう,조,,,,,,,,,,,,,,,,
8079,艛,24713.0,lóu,lau4,,,,,,,,,,,,,,,,,,,,,,,,
8080,艜,24714.0,,,,,,,たい,,,,,,,,,,,,,,,,,,,
8081,艞,24716.0,yào,tiu1,,,,,,,,,,,,,,,,,,,,,,,,
8082,艟,24717.0,chōng,cung1,,,,,しゅ,しゅ,しょう,hangeul=동|eumhun=|rv=dong|mr=tong|y=tong,,,,,,,,,,,,,,,,
8083,艣,24721.0,,,,,,,ろ,,,,,,,,,,,,,,,,,,,
8084,艤,24722.0,yǐ,ngai5,,,gí,,ぎ,,,의,,,,,,,,,,,,,,,,
8085,艦,24724.0,jiàn,laam6,kam,gam4,lām,2khe,げん,げん,かん,hangeul=함|eumhun=|rv=ham|mr=ham|y=ham,,,,,,,,,,,,,,,,
8086,艨,24726.0,méng,mung4,,,,,む,む,ぼう,hangeul=몽|eumhun=|rv=mong|mr=mong|y=mong,,,,,,,,,,,,,,,,
8087,艫,24729.0,lú,lou4,,,,,る,る,ろ,hangeul=[[로]]>[[노]]|eumhun=|rv=ro>no|mr=ro>no|y=lo>no,,,,,,,,,,,,,,,,
8088,艬,24730.0,,,,,,,,,,,,,,,,,,,,,,,,,,
8089,艭,24731.0,,,,,,,そう,,,,,,,,,,,,,,,,,,,
8090,艮,24732.0,gèn,gan3,ken,,,,こん,こん,こん,간,,,,,,,,,,,,,,,,
8091,良,24733.0,liáng,loeng4,liòng,,,,ろう,ろう,りょう,,,,,,,,,,,,,,,,,
8092,艱,24735.0,jiān,gaan1,,,kan,,けん,けん,かん,hangeul=간|eumhun=|rv=gan|mr=kan|y=kan,,,,,,,,,,,,,,,,
8093,色,24736.0,sè,sik1,set,,,4seq,しき,しき,しょく,빛|색,,,,,,,,,,,,,,,,
