Unnamed: 0,Column1,Column2,mand_pron,mand_tone,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,kor_0,kor_1,kor_2
7210,粊,23089.0,,,,,,,,,,,ㅂ,ㅣ,
7211,粒,23098.0,li,4,nap1,lia̍p,,lia̍p,,りゅう,りゅう,りゅう,ㄹ,ㅣ,ㅂ
7212,粔,23100.0,,,,,,,,きょ,,,ㄱ,ㅓ,
7213,粕,23101.0,po,4,pok3,,,ok,,はく,はく,はく,ㅂ,ㅏ,ㄱ
7214,粖,23102.0,mo,4,,,,,,,,,ㅁ,ㅏ,ㄹ
7215,粗,23103.0,cu,1,cou1,chhû,,chho͘,,す,す,そ,ㅈ,ㅗ,
7216,粘,23104.0,nian,2,nim4,,,chiam,3nyi,ねん,,,ㅈ,ㅓ,ㅁ
7217,粜,23108.0,,,,,,,,ちょう,,,ㅈ,ㅗ,
7218,粞,23110.0,xi,1,sai1,,,chhè,,せい,,,ㅅ,ㅓ,
7219,粟,23111.0,su,4,suk1,,,siok,,そく,そく,しょく,ㅅ,ㅗ,ㄱ
7220,粢,23114.0,zi,1,ci1,,,,,し,,,ㅈ,ㅏ,
7221,粥,23117.0,zhou,1,zuk1,chuk,zug5,chiok,4tsoq,しゅく,しゅく,しゅく,ㅈ,ㅜ,ㄱ
7222,粦,23118.0,lin,2,,,,,,りん,りん,りん,ㄹ,ㅣ,ㄴ
7223,粮,23126.0,,,,,,,,りょう,,,ㄹ,ㅑ,ㅇ
7224,粯,23127.0,xian,4,jin6,,,,,,,,ㄱ,ㅏ,ㄴ
7225,粰,23128.0,,,,,,,,ふう,,,ㅂ,ㅜ,
7226,粱,23129.0,liang,2,loeng4,,,liâng,,りょう,,,ㄹ,ㅑ,ㅇ
7227,粲,23130.0,can,4,caan3,,,,,さん,さん,さん,ㅊ,ㅏ,ㄴ
7228,粵,23133.0,yue,4,jyut6,ye̍t,,oa̍t,,えつ,,,ㅇ,ㅝ,ㄹ
7229,粹,23137.0,cui,4,seoi3,,,chhùi,,すい,,,ㅅ,ㅜ,
7230,粺,23138.0,bai,4,baai6,,,,,はい,,,ㅍ,ㅐ,
7231,粻,23139.0,zhang,1,zoeng1,,,,,ちょう,,,ㅈ,ㅏ,ㅇ
7232,粼,23140.0,lin,2,leon4,,,,,りん,,,ㄹ,ㅣ,ㄴ
7233,粽,23141.0,zong,4,zung3,chung,zung4,chàng,2tson,す,す,そう,ㅈ,ㅗ,ㅇ
7234,精,23142.0,jing,1,zing1,chîn,,cheng,1jin,しょう,しょう,せい,ㅈ,ㅓ,ㅇ
7235,粿,23143.0,guo,3,gwo2,,,,,か,,,ㄱ,ㅘ,
7236,糂,23146.0,,,,,,,,さん,,,ㅅ,ㅏ,ㅁ
7237,糄,23148.0,,,,,,,,へん,,,ㅂ,ㅕ,ㄴ
7238,糇,23151.0,,,,,,,,こう,,,ㅎ,ㅜ,
7239,糈,23152.0,xu,3,seoi2,,,su,,しょ,,,ㅅ,ㅓ,
7240,糉,23153.0,,,,,,,,そう,,,ㅈ,ㅗ,ㅇ
7241,糊,23154.0,hu,2,wu4,,,kô͘,,ご,ご,こ,ㅎ,ㅗ,
7242,糏,23159.0,xie,4,,,,,,せつ,,,ㅅ,ㅓ,ㄹ
7243,糒,23162.0,,,,,,,,び,び,ひ,ㅂ,ㅣ,
7244,糓,23163.0,,,,,,,,こく,,,ㄱ,ㅗ,ㄱ
7245,糔,23164.0,,,,,,,,しゅう,,,ㅅ,ㅜ,
7246,糖,23166.0,tang,2,tong4,thòng,tong2,thn̂g,3daan,どう,どう,とう,ㄷ,ㅏ,ㅇ
7247,糗,23167.0,qiu,3,cau3,,,hiù,,きゅう,,,ㄱ,ㅜ,
7248,糙,23169.0,cao,1,cou3,,,chhò,,そう,そう,そう,ㅈ,ㅗ,
7249,糛,23171.0,tang,2,,,,,,,,,ㄷ,ㅏ,ㅇ
7250,糜,23172.0,mi,2,mei4,mì,,bî,3mi,び,,,ㅁ,ㅣ,
7251,糝,23173.0,san,3,saam2,,,sám,,さん,,,ㅅ,ㅏ,ㅁ
7252,糞,23174.0,fen,4,fan3,fun,,pùn,2fen,ふん,ふん,ふん,ㅂ,ㅜ,ㄴ
7253,糟,23175.0,zao,1,zou1,,,,,そう,そう,そう,ㅈ,ㅗ,
7254,糠,23176.0,kang,1,hong1,,,ong,,こう,こう,こう,ㄱ,ㅏ,ㅇ
7255,糣,23179.0,,,,,,,,,,,ㅅ,ㅏ,ㅁ
7256,糦,23182.0,xi,1,ci3,,,,,し,,,ㅊ,ㅣ,
7257,糧,23183.0,liang,2,loeng4,liòng,,,,ろう,ろう,りょう,ㄹ,ㅑ,ㅇ
7258,糪,23186.0,bo,4,baak3,,,,,,,,ㅂ,ㅕ,ㄱ
7259,糫,23187.0,,,,,,,,かい,,,ㅎ,ㅘ,ㄴ
7260,糱,23197.0,nie,4,jit6,,,,,,,,ㅇ,ㅓ,ㄹ
7261,糲,23198.0,li,4,lai6,,,,,れい,,,ㄹ,ㅕ,
7262,糳,23199.0,zhuo,4,zok6,,,,,,,,ㅊ,ㅏ,ㄱ
7263,糴,23200.0,di,2,dek6,tha̍k,,,,てき,,,ㅈ,ㅓ,ㄱ
7264,糶,23202.0,tiao,4,tiu3,,,,,ちょう,,,ㅈ,ㅗ,
7265,糷,23203.0,lan,2,laan4,,,,,,,,ㄹ,ㅏ,ㄴ
7266,系,23207.0,xi,4,hai6,he,,hē,3hhi,げ,げ,けい,ㄱ,ㅖ,
7267,糾,23210.0,jiu,1,gau2,,,kiù,,きゅう,きゅう,きゅう,ㄱ,ㅠ,
7268,紀,23212.0,ji,4,gei2,ki,,kí,2ji,こ,こ,き,ㄱ,ㅣ,
7269,紂,23214.0,zhou,4,zau6,,,,,ちゅう,,,ㅈ,ㅜ,
7270,紃,23215.0,xun,2,ceon4,,,,,しゅん,,,ㅅ,ㅜ,ㄴ
7271,約,23216.0,yue,1,joek3,yok,,,4iaq,やく,やく,やく,ㅇ,ㅑ,ㄱ
7272,紅,23217.0,hong,2,hung4,fùng,,âng,3hhon,ぐ,ぐ,こう,ㅎ,ㅗ,ㅇ
7273,紆,23218.0,yu,1,jyu1,,,u,,う,う,う,ㅇ,ㅜ,
7274,紇,23219.0,he,2,gat1,,,,,こつ,,,ㅎ,ㅡ,ㄹ
7275,紈,23220.0,wan,2,jyun4,,,,,かん,,,ㅎ,ㅘ,ㄴ
7276,紉,23221.0,ren,4,jan6,,,,,にん,にん,じん,ㅇ,ㅣ,ㄴ
7277,納,23225.0,na,4,naap6,na̍p,,la̍p,5neq,のう,のう,どう,ㄴ,ㅏ,ㅂ
7278,紐,23229.0,niu,3,nau2,,,liú,,にゅう,にゅう,じゅう,ㄴ,ㅠ,
7279,紑,23230.0,fou,2,fau4,,,,,ふ,ふ,ふう,ㅂ,ㅜ,
7280,紓,23232.0,shu,1,syu1,,,,,しょ,,,ㅅ,ㅓ,
7281,純,23233.0,chun,2,seon4,sùn,sun2,sûn,,じゅん,じゅん,しゅん,ㅅ,ㅜ,ㄴ
7282,紕,23234.0,pi,1,pei1,,,,,ひ,,,ㅂ,ㅣ,
7283,紖,23235.0,zhen,4,zan6,,,,,ちん,,,ㅈ,ㅣ,ㄴ
7284,紗,23236.0,sha,1,saa1,sâ,,,,しゃ,しゃ,さ,ㅅ,ㅏ,
7285,紘,23237.0,hong,2,wang4,,,hêng,,おう,おう,こう,ㄱ,ㅚ,ㅇ
7286,紙,23238.0,zhi,3,zi2,chṳ́,,chóa,2tsr,し,し,し,ㅈ,ㅣ,
7287,級,23239.0,ji,2,kap1,,,kip,,こう,こう,きゅう,ㄱ,ㅡ,ㅂ
7288,紛,23240.0,fen,1,fan1,,,hun,1fen,ふん,ふん,ふん,ㅂ,ㅜ,ㄴ
7289,紜,23241.0,yun,2,wan4,,,,,うん,うん,うん,ㅇ,ㅜ,ㄴ
7290,紝,23242.0,ren,4,jam4,,,,,じん,,,ㅇ,ㅣ,ㅁ
7291,紞,23243.0,dan,3,daam1,,,,,たん,,,ㄷ,ㅏ,ㅁ
7292,紟,23244.0,jin,1,gam1,,,,,,,,ㄱ,ㅡ,ㅁ
7293,素,23245.0,su,4,sou3,su,,sò͘,2su,す,す,そ,ㅅ,ㅗ,
7294,紡,23246.0,fang,3,fong2,fóng,,áng,,ほう,ほう,ほう,ㅂ,ㅏ,ㅇ
7295,索,23247.0,suo,3,sok3,sok,,soh,4soq,さく,,,ㅅ,ㅐ,ㄱ
7296,紨,23253.0,,,,,,,,,,,ㅂ,ㅜ,
7297,紩,23254.0,zhi,4,zat6,,,thīⁿ,,,,,ㅈ,ㅣ,ㄹ
7298,紬,23257.0,chou,1,cau1,,,thiu,,じゅ,じゅ,ちゅう,ㅈ,ㅜ,
7299,紭,23258.0,hong,2,,,,,,こう,,,ㅎ,ㅚ,ㅇ
7300,紮,23259.0,za,1,,,,chah,,さつ,,,ㅊ,ㅏ,ㄹ
7301,累,23260.0,lei,3,leoi5,lûi,,lúi,3le,るい,るい,るい,ㄹ,ㅜ,
7302,細,23261.0,xi,4,sai3,se,sê4,,2xi,さい,さい,せい,ㅅ,ㅔ,
7303,紱,23262.0,fu,2,fat1,,,,,ふつ,,,ㅂ,ㅜ,ㄹ
7304,紳,23264.0,shen,1,san1,,,sin,,しん,,,ㅅ,ㅣ,ㄴ
7305,紴,23265.0,,,,,,,,,,,ㅍ,ㅣ,
7306,紵,23266.0,zhu,4,cyu5,,,,,ちょ,,,ㅈ,ㅓ,
7307,紷,23268.0,,,,,,,,,,,ㄹ,ㅕ,ㅇ
7308,紹,23270.0,shao,4,siu6,,,siāu,,じょう,じょう,しょう,ㅅ,ㅗ,
7309,紺,23271.0,gan,4,gam3,,,kàm,2koe,こん,こん,かん,ㄱ,ㅏ,ㅁ
7310,紻,23272.0,,,,,,,,,,,ㅇ,ㅏ,ㅇ
7311,紼,23273.0,fu,2,fat1,,,,,ふつ,,,ㅂ,ㅜ,ㄹ
7312,紽,23274.0,tuo,2,to4,,,,,た,,,ㅌ,ㅏ,
7313,紾,23275.0,zhen,3,can2,,,,,しん,,,ㅈ,ㅣ,ㄴ
7314,紿,23276.0,dai,4,toi5,,,,,だい,だい,たい,ㅌ,ㅐ,
7315,絀,23277.0,zhuo,2,zyut3,,,,,ちゅつ,,,ㅊ,ㅜ,ㄹ
7316,絁,23278.0,shi,1,si1,,,,,し,し,し,ㅅ,ㅣ,
7317,終,23279.0,zhong,1,zung1,chûng,,chiong,1tson,しゅ,しゅ,しゅう,ㅈ,ㅗ,ㅇ
7318,絃,23280.0,,,,,,,,げん,げん,けん,ㅎ,ㅕ,ㄴ
7319,組,23281.0,zu,3,zou2,chû,,,2tsu,す,す,そ,ㅈ,ㅗ,
7320,絅,23282.0,jiong,3,gwing2,,,,,きょう,きょう,けい,ㄱ,ㅕ,ㅇ
7321,絆,23283.0,ban,4,bun6,pan,,poàn,,はん,はん,はん,ㅂ,ㅏ,ㄴ
7322,絇,23284.0,ju,4,keoi4,,,,,ぐ,ぐ,く,ㄱ,ㅜ,
7323,絍,23290.0,,,,,,,,じん,,,ㅇ,ㅣ,ㅁ
7324,絎,23291.0,hang,2,hong4,,,,,こう,,,ㅎ,ㅐ,ㅇ
7325,結,23294.0,jie,2,git3,kiet,,kat,4jiq,けち,けち,けつ,ㄱ,ㅕ,ㄹ
7326,絓,23297.0,,,,,,,,か,か,かい,ㄱ,ㅙ,
7327,絕,23299.0,jue,2,zyut6,chhie̍t,,,5xxiq,ぜつ,,,ㅈ,ㅓ,ㄹ
7328,絘,23304.0,,,,,,,,,,,ㅊ,ㅏ,
7329,絙,23305.0,geng,1,,,,,,かん,,,ㅎ,ㅘ,ㄴ
7330,絛,23307.0,tao,1,tou1,,,,,じょう,とう,とう,ㅈ,ㅗ,
7331,絜,23308.0,xie,2,git3,,,,,けつ,,,ㅎ,ㅕ,ㄹ
7332,絝,23309.0,ku,4,fu3,,,,,く,,,ㄱ,ㅗ,
7333,絞,23310.0,jiao,3,gaau2,,,káu,,きょう,きょう,こう,ㄱ,ㅛ,
7334,絟,23311.0,,,,,,,,,,,ㅈ,ㅓ,ㄴ
7335,絡,23314.0,luo,4,lok3,,log6,lo̍k,,らく,らく,らく,ㄹ,ㅏ,ㄱ
7336,絢,23315.0,xuan,4,hyun3,,,hiàn,,けん,,,ㅎ,ㅕ,ㄴ
7337,絣,23317.0,,,,,,,,ひょう,ひょう,ほう,ㅂ,ㅕ,ㅇ
7338,絥,23319.0,,,,,,,,ひ,,,ㅂ,ㅗ,ㄱ
7339,給,23321.0,gei,3,kap1,kip,,kip,,こう,こう,きゅう,ㄱ,ㅡ,ㅂ
7340,絧,23322.0,,,,,,,,とう,,,ㄷ,ㅗ,ㅇ
7341,絨,23323.0,rong,2,jung4,yùng,,,,にゅう,にゅう,じゅう,ㅇ,ㅠ,ㅇ
7342,絩,23324.0,dao,4,,,,,,,,,ㅈ,ㅗ,
7343,絪,23325.0,yin,1,jan1,,,,,いん,,,ㅇ,ㅣ,ㄴ
7344,絫,23326.0,,,,,,,,,,,ㄹ,ㅠ,
7345,絬,23327.0,,,,,,,,,,,ㅅ,ㅓ,ㄹ
7346,絭,23328.0,juan,4,gyun3,,,,,,,,ㄱ,ㅝ,ㄴ
7347,絮,23329.0,xu,4,seoi5,,,,,じょ,,,ㅅ,ㅓ,
7348,絯,23331.0,gai,1,goi1,,,,,,,,ㅎ,ㅐ,
7349,絰,23332.0,die,2,dit6,,,,,でち,でち,てつ,ㅈ,ㅣ,ㄹ
7350,統,23333.0,tong,3,tung2,,,tháng,,とう,とう,とう,ㅌ,ㅗ,ㅇ
7351,絲,23334.0,si,1,si1,sṳ̂,si1,si,1sr,し,し,し,ㅅ,ㅏ,
7352,絳,23336.0,jiang,4,gong3,,,kàng,,こう,,,ㄱ,ㅏ,ㅇ
7353,絸,23341.0,,,,,,,,けん,けん,けん,ㄱ,ㅕ,ㄴ
7354,絹,23342.0,juan,4,gyun3,,,koàn,,けん,けん,けん,ㄱ,ㅕ,ㄴ
7355,絺,23343.0,chi,1,ci1,,,,,ち,,,ㅊ,ㅣ,
7356,絻,23344.0,,,,,,,,ぶん,,,ㅁ,ㅜ,ㄴ
7357,絽,23346.0,,,,,,,,ろ,ろ,りょ,ㄹ,ㅕ,
7358,絿,23348.0,qiu,2,kau4,,,,,きゅう,,,ㄱ,ㅜ,
7359,綀,23349.0,,,,,,,,,,,ㅅ,ㅗ,
7360,綃,23352.0,xiao,1,siu1,,,,,しょう,,,ㅊ,ㅗ,
7361,綄,23353.0,huan,3,waan4,,,,,,,,ㅎ,ㅘ,ㄴ
7362,綆,23362.0,geng,3,gang2,,,,,こう,,,ㄱ,ㅕ,ㅇ
7363,綈,23364.0,ti,2,tai4,,,,,てい,,,ㅈ,ㅔ,
7364,綊,23366.0,,,,,,,,,,,ㅎ,ㅕ,ㅂ
7365,綌,23368.0,xi,4,gwik1,,,,,けき,,,ㄱ,ㅕ,ㄱ
7366,綍,23369.0,fu,2,fat1,,,,,ふつ,,,ㅂ,ㅏ,ㄹ
7367,綎,23370.0,ting,1,ting1,,,,,,,,ㅈ,ㅓ,ㅇ
7368,綐,23372.0,dui,4,,,,,,,,,ㅌ,ㅐ,
7369,經,23375.0,jing,1,ging1,kîn,gin1,,1jin,きょう,きょう,けい,ㄱ,ㅕ,ㅇ
7370,綖,23378.0,yan,2,jin4,,,,,えん,,,ㅇ,ㅕ,ㄴ
7371,綝,23385.0,,,,,,,,ちん,,,ㅊ,ㅣ,ㅁ
7372,綞,23386.0,duo,3,do2,,,,,た,,,ㅌ,ㅏ,
7373,綟,23387.0,li,4,lit6,,,,,らい,らい,れい,ㄹ,ㅕ,
7374,綠,23388.0,lü,4,luk6,liu̍k,liug6,,5loq,りょく,,,ㄹ,ㅗ,ㄱ
7375,綡,23389.0,liang,2,,,,,,,,,ㄹ,ㅑ,ㅇ
7376,綢,23390.0,chou,2,cau4,,,tiû,3zeu,じゅう,じゅう,ちゅう,ㅈ,ㅜ,
7377,綣,23391.0,quan,3,hyun2,,,,,けん,,,ㄱ,ㅝ,ㄴ
7378,綤,23392.0,shao,4,,,,,,,,,ㅅ,ㅗ,
7379,綦,23394.0,qi,2,kei4,,,,,き,,,ㄱ,ㅣ,
7380,綨,23396.0,qi,2,kei4,,,,,,,,ㄱ,ㅣ,
7381,綪,23398.0,qian,4,sin3,,,,,せん,,,ㅊ,ㅓ,ㄴ
7382,綫,23399.0,,,,,,,,せん,せん,せん,ㅅ,ㅓ,ㄴ
7383,綬,23400.0,shou,4,sau6,,,,,じゅ,,,ㅅ,ㅜ,
7384,維,23401.0,wei,2,wai4,vì,,ûi,3vi,ゆい,ゆい,い,ㅇ,ㅠ,
7385,綮,23402.0,qi,3,kai2,,,,,きょう,きょう,けい,ㄱ,ㅖ,
7386,綰,23404.0,wan,3,waan2,,,,,えん,えん,わん,ㄱ,ㅘ,ㄴ
7387,綱,23405.0,gang,1,gong1,,,kong,,こう,こう,こう,ㄱ,ㅏ,ㅇ
7388,網,23406.0,wang,3,mong5,mióng,miong3,bóng,3maan,もう,もう,ぼう,ㅁ,ㅏ,ㅇ
7389,綴,23408.0,zhui,4,zeoi3,,,chòe,,たい,たい,てい,ㅊ,ㅓ,ㄹ
7390,綵,23409.0,cai,3,coi2,,,,,さい,さい,さい,ㅊ,ㅐ,
7391,綷,23411.0,cui,4,ceoi3,,,,,さい,,,ㅊ,ㅚ,
7392,綸,23412.0,lun,2,leon4,,,,,けん,けん,かん,ㄹ,ㅠ,ㄴ
7393,綹,23413.0,liu,3,lau5,,,liú,,りゅう,,,ㄹ,ㅠ,
7394,綺,23414.0,qi,3,ji2,,,,,き,き,き,ㄱ,ㅣ,
7395,綻,23415.0,zhan,4,zaan6,,,tiān,,たん,でん,たん,ㅌ,ㅏ,ㄴ
7396,綼,23416.0,bei,1,bik1,,,,,,,,ㅂ,ㅕ,ㄱ
7397,綽,23417.0,chuo,4,coek3,,,,,しゃく,しゃく,しゃく,ㅈ,ㅏ,ㄱ
7398,綾,23418.0,ling,2,ling4,,,lîn,3lin,りょう,,,ㄹ,ㅡ,ㅇ
7399,綿,23419.0,mian,2,min4,mièn,,mî,,めん,めん,べん,ㅁ,ㅕ,ㄴ
7400,緀,23420.0,,,,,,,,,,,ㅊ,ㅓ,
7401,緁,23421.0,,,,,,,,,,,ㅊ,ㅓ,ㅂ
7402,緄,23424.0,gun,3,kwan2,,,,,こん,,,ㄱ,ㅗ,ㄴ
7403,緅,23425.0,zou,1,zau1,,,,,しゅ,しゅ,しゅ,ㅊ,ㅜ,
7404,緆,23426.0,,,,,,,,せき,,,ㅅ,ㅓ,ㄱ
7405,緇,23427.0,zi,1,zi1,,,,,し,,,ㅊ,ㅣ,
7406,緈,23428.0,,,,,,,,,,,ㅎ,ㅐ,ㅇ
7407,緉,23429.0,liang,3,loeng5,,,,,,,,ㄹ,ㅑ,ㅇ
7408,緊,23431.0,jin,3,gan2,kín,,kín,2jin,きん,きん,きん,ㄱ,ㅣ,ㄴ
7409,緋,23432.0,fei,1,fei1,,,,,ひ,,,ㅂ,ㅣ,
7410,緌,23433.0,rui,2,jeoi4,,,,,ずい,,,ㅇ,ㅠ,
7411,緎,23435.0,yu,4,wik6,,,,,よく,,,ㅇ,ㅕ,ㄱ
7412,緐,23437.0,,,,,,,,,,,ㅂ,ㅓ,ㄴ
7413,緒,23439.0,xu,4,seoi5,si,,,,じょ,じょ,しょ,ㅅ,ㅓ,
7414,緗,23444.0,xiang,1,soeng1,,,,,しょう,,,ㅅ,ㅏ,ㅇ
7415,緘,23445.0,jian,1,gaam1,,,,,けん,けん,かん,ㅎ,ㅏ,ㅁ
7416,線,23447.0,xian,4,sin3,sien,,sòaⁿ,2xi,せん,せん,せん,ㅅ,ㅓ,ㄴ
7417,緛,23457.0,,,,,,,,,,,ㅇ,ㅕ,ㄴ
7418,緜,23458.0,,,,,,,,べん,,,ㅁ,ㅕ,ㄴ
7419,緞,23460.0,duan,4,dyun6,,,toān,,だん,だん,たん,ㄷ,ㅏ,ㄴ
7420,緟,23461.0,zhong,4,cung4,,,,,,,,ㅈ,ㅗ,ㅇ
7421,締,23462.0,di,4,dai3,,,,,てい,,,ㅊ,ㅔ,
7422,緡,23463.0,min,2,man4,,,,,びん,,,ㅁ,ㅣ,ㄴ
7423,緢,23464.0,,,,,,,,みょう,みょう,びょう,ㅁ,ㅛ,
7424,緤,23466.0,xie,4,sit3,,,,,せち,せち,せつ,ㅅ,ㅓ,ㄹ
7425,緥,23467.0,,,,,,,,ほう,,,ㅂ,ㅗ,
7426,緦,23468.0,si,1,si1,,,,,し,,,ㅅ,ㅣ,
7427,緧,23469.0,,,,,,,,,,,ㅊ,ㅜ,
7428,緩,23470.0,huan,3,wun6,fon,fon4,hoǎn,,がん,がん,かん,ㅇ,ㅘ,ㄴ
7429,緫,23472.0,,,,,,,,そう,,,ㅊ,ㅗ,ㅇ
7430,緬,23473.0,mian,3,min5,mién,,bián,3mi,めん,めん,べん,ㅁ,ㅕ,ㄴ
7431,緭,23474.0,wei,4,,,,,,い,,,ㅇ,ㅟ,
7432,緯,23476.0,wei,3,wai6,,,,,い,い,い,ㅇ,ㅟ,
7433,緰,23477.0,yu,2,syu1,,,,,,,,ㅌ,ㅜ,
7434,緱,23478.0,gou,1,gau1,,,,,こう,,,ㄱ,ㅜ,
7435,練,23481.0,lian,4,lin6,,,liān,3li,れん,,,ㄹ,ㅕ,ㄴ
7436,緵,23482.0,,,,,,,,そう,,,ㅈ,ㅗ,ㅇ
7437,緶,23483.0,bian,4,bin1,,,,,へん,,,ㅍ,ㅕ,ㄴ
7438,緷,23484.0,,,,,,,,,,,ㅎ,ㅗ,ㄴ
7439,緹,23486.0,ti,2,tai4,,,,,てい,,,ㅈ,ㅔ,
7440,緺,23487.0,gua,1,waa1,,,,,かい,,,ㅇ,ㅙ,
7441,緻,23488.0,zhi,4,zi3,,,,,ち,,,ㅊ,ㅣ,
7442,緼,23489.0,,,,,,,,,,,ㅇ,ㅗ,ㄴ
7443,緾,23491.0,,,,,,,,,,,ㅈ,ㅓ,ㄴ
7444,縁,23494.0,,,,,,,,えん,えん,えん,ㅇ,ㅕ,ㄴ
7445,縆,23499.0,geng,1,,,,,,こう,,,ㄱ,ㅡ,ㅇ
7446,縈,23502.0,ying,2,jing4,,,,,えい,,,ㅇ,ㅕ,ㅇ
7447,縉,23503.0,jin,4,zeon3,,,,,しん,,,ㅈ,ㅣ,ㄴ
7448,縊,23504.0,yi,4,ai3,,,,,い,い,い,ㅇ,ㅐ,ㄱ
7449,縋,23505.0,zhui,4,zeoi6,chhui,,lūi,,ずい,ずい,つい,ㅊ,ㅜ,
7450,縌,23506.0,ni,4,,,,,,,,,ㅇ,ㅕ,ㄱ
7451,縍,23507.0,bang,1,bong1,,,,,,,,ㅂ,ㅏ,ㅇ
7452,縎,23508.0,gu,3,gwat1,,,,,,,,ㄱ,ㅗ,ㄹ
7453,縏,23509.0,,,,,,,,,,,ㅂ,ㅏ,ㄴ
7454,縐,23510.0,zhou,4,zau3,,,,,しゅう,,,ㅊ,ㅜ,
7455,縑,23511.0,jian,1,gim1,,,,,けん,,,ㄱ,ㅕ,ㅁ
7456,縒,23512.0,ci,1,ci1,,,,,し,,,ㅊ,ㅏ,ㄱ
7457,縓,23513.0,,,,,,,,,,,ㅈ,ㅓ,ㄴ
7458,縖,23518.0,xia,2,,,,,,,,,ㅎ,ㅏ,ㄹ
7459,縗,23519.0,cui,1,ceoi1,,,,,さい,,,ㅊ,ㅚ,
7460,縚,23523.0,,,,,,,,,,,ㄷ,ㅗ,
7461,縜,23525.0,,,,,,,,いん,,,ㅇ,ㅜ,ㄴ
7462,縝,23527.0,zhen,3,can2,,,,,しん,,,ㅈ,ㅣ,ㄴ
7463,縞,23528.0,gao,3,gou2,,,,,こう,こう,こう,ㅎ,ㅗ,
7464,縟,23530.0,ru,4,juk6,,,,,じょく,,,ㅇ,ㅛ,ㄱ
7465,縠,23531.0,hu,2,huk6,,,,,こく,,,ㄱ,ㅗ,ㄱ
7466,縡,23532.0,,,,,,,,さい,,,ㅈ,ㅐ,
7467,縢,23533.0,teng,2,tang4,,,,,とう,,,ㄷ,ㅡ,ㅇ
7468,縣,23534.0,xian,4,jyun6,yen,,,3hhyoe,けん,,,ㅎ,ㅕ,ㄴ
7469,縪,23542.0,,,,,,,,,,,ㅍ,ㅣ,ㄹ
7470,縫,23550.0,feng,2,fung4,fùng,,pâng,3von,ぶ,ぶ,ほう,ㅂ,ㅗ,ㅇ
7471,縬,23551.0,,,,,,,,しゅく,,,ㅊ,ㅜ,ㄱ
7472,縭,23552.0,li,2,lei4,,,,,り,,,ㄹ,ㅣ,
7473,縮,23553.0,suo,1,suk1,,,sok,,すく,すく,しゅく,ㅊ,ㅜ,ㄱ
7474,縯,23554.0,yan,3,,,,,,えん,,,ㅇ,ㅕ,ㄴ
7475,縰,23555.0,xi,3,saai2,,,,,,,,ㅅ,ㅙ,
7476,縱,23556.0,zong,4,zung3,chiûng,,chhiòng,2tson,しゅ,しゅ,しょう,ㅈ,ㅗ,ㅇ
7477,縴,23559.0,qian,4,hin1,,,ian,,けん,,,ㄱ,ㅕ,ㄴ
7478,縵,23560.0,man,4,maan6,,,,,まん,まん,ばん,ㅁ,ㅏ,ㄴ
7479,縶,23561.0,zhi,2,zap1,,,,,ちゅう,,,ㅈ,ㅣ,ㅂ
7480,縷,23562.0,lü,3,leoi5,léu,,,3ly,る,る,る,ㄹ,ㅜ,
7481,縺,23564.0,lian,2,lin4,,,,,れん,れん,れん,ㄹ,ㅕ,ㄴ
7482,縻,23565.0,,,,,,,,み,み,び,ㅁ,ㅣ,
7483,縼,23566.0,xuan,4,,,,,,,,,ㅅ,ㅓ,ㄴ
7484,總,23567.0,zong,3,zung2,chúng,,,2tson,す,す,そう,ㅊ,ㅗ,ㅇ
7485,縿,23570.0,shan,1,saam1,,,,,さん,,,ㅅ,ㅏ,ㅁ
7486,繀,23571.0,sui,4,seoi3,,,,,,,,ㅅ,ㅙ,
7487,繂,23573.0,,,,,,,,,,,ㅇ,ㅠ,ㄹ
7488,繃,23574.0,beng,1,bang1,,,,,ひょう,ひょう,ほう,ㅂ,ㅜ,ㅇ
7489,繄,23575.0,yi,1,ji1,,,,,えい,,,ㅇ,ㅖ,
7490,繅,23576.0,sao,1,sou1,,,,,そう,,,ㅅ,ㅗ,
7491,繆,23577.0,mou,2,mau4,,,,3meu,きゅう,きゅう,きゅう,ㅁ,ㅜ,
7492,繇,23578.0,yao,2,jiu4,,,,,よう,,,ㅇ,ㅛ,
7493,繈,23579.0,qiang,3,koeng5,,,,,きょう,,,ㄱ,ㅏ,ㅇ
7494,繎,23585.0,,,,,,,,びん,,,ㅇ,ㅕ,ㄴ
7495,繏,23586.0,xuan,4,,,,,,,,,ㅅ,ㅓ,ㄴ
7496,繐,23587.0,,,,,,,,けい,,,ㅅ,ㅔ,
7497,繑,23588.0,qiao,1,kiu5,,,,,,,,ㄱ,ㅛ,
7498,繒,23589.0,zeng,1,zang1,,,,,しょう,,,ㅈ,ㅡ,ㅇ
7499,繓,23590.0,zhi,4,,,,,,,,,ㅊ,ㅘ,ㄹ
7500,織,23591.0,zhi,1,zik1,chṳt,,,4tseq,しき,しき,しょく,ㅈ,ㅣ,ㄱ
7501,繕,23592.0,shan,4,sin6,,,,,ぜん,,,ㅅ,ㅓ,ㄴ
7502,繖,23593.0,san,3,saan3,,,,,さん,,,ㅅ,ㅏ,ㄴ
7503,繗,23594.0,,,,,,,,,,,ㄹ,ㅣ,ㄴ
7504,繘,23595.0,,,,,,,,きつ,,,ㅇ,ㅠ,ㄹ
