,character,wiki_id,mando_onset,mando_nucl,mando_coda,mando_tone,canto_onset,canto_nucl,canto_coda,canto_tone,Column5,Column6,Column7,Column8,jp_on_first,jp_on_rest,jp_kan_first,jp_kan_rest,kor_0,kor_1,kor_2
12750,㜰,3961601,∅,yue,∅,4,j,oe,k,6,,,,,,,,,ㅇ,ㅑ,ㄱ
12751,㜲,3963045,,,,,,,,,,,,,,,,,ㅇ,ㅕ,ㅇ
12752,㜳,3963051,,,,,,,,,,,,,,,,,ㅎ,ㅚ,∅
12753,㜵,3963061,,,,,,,,,,,,,,,,,ㄴ,ㅛ,∅
12754,㜷,3963064,m,i,∅,2,,,,,,,,,,,,,ㅁ,ㅣ,∅
12755,㜺,3963510,z,a,n,4,z,aa,n,2,,,,,,,,,ㅊ,ㅏ,ㄴ
12756,㝂,3963595,,,,,,,,,,,,,,,,,ㅈ,ㅔ,∅
12757,㝃,3963596,,,,,,,,,,,,,,,,,ㅁ,ㅕ,ㄴ
12758,㝅,3963600,,,,,,,,,,,,,,,,,ㄴ,ㅜ,∅
12759,㝈,3963607,l,ua,n,2,l,yu,n,4,,,,,,,,,ㄹ,ㅕ,ㄴ
12760,㝌,3966685,,,,,,,,,,,,,,,,,ㄱ,ㅜ,∅
12761,㝏,3966709,,,,,,,,,,,,,,,,,ㄱ,ㅐ,∅
12762,㝐,3966732,,,,,,,,,,,,,,,,,ㅇ,ㅛ,ㅇ
12763,㝖,3966990,,,,,,,,,,,,,,,,,ㅇ,ㅢ,∅
12764,㝗,3966992,,,,,,,,,,,,,,,,,ㄹ,ㅑ,ㅇ
12765,㝞,3967422,,,,,,,,,,,,,,,,,ㅇ,ㅏ,∅
12766,㝢,3967470,,,,,,,,,,,,,う,∅,う,∅,ㅇ,ㅜ,∅
12767,㝣,3967471,∅,yi,∅,4,,,,,,,,,,,,,ㅇ,ㅖ,∅
12768,㝤,3967473,,,,,,,,,,,,,,,,,ㄱ,ㅜ,∅
12769,㝩,3969123,k,a,ng,3,,,,,,,,,,,,,ㄱ,ㅏ,ㅇ
12770,㝪,3969124,,,,,,,,,,,,,,,,,ㅈ,ㅓ,ㅁ
12771,㝯,3969181,,,,,,,,,,,,,,,,,ㄱ,ㅛ,∅
12772,㝰,3969188,,,,,,,,,,,,,,,,,ㅁ,ㅕ,ㄴ
12773,㝱,3969271,,,,,,,,,,,,,,,,,ㅁ,ㅗ,ㅇ
12774,㝻,3972809,,,,,,,,,,,,,,,,,ㄱ,ㅡ,ㄴ
12775,㝼,3972811,,,,,,,,,,,,,,,,,ㅇ,ㅜ,∅
12776,㝾,3972819,,,,,,,,,,,,,,,,,ㅈ,ㅘ,∅
12777,𠬝,3973098,,,,,,,,,,,,,,,,,,,
12778,㝿,3973109,,,,,,,,,,,,,,,,,ㅍ,ㅏ,∅
12779,㞁,3973115,,,,,,,,,,,,,,,,,ㅇ,ㅛ,∅
12780,㞂,3973116,,,,,,,,,,,,,,,,,ㅌ,ㅚ,∅
12781,㞄,3973120,,,,,,,,,,,,,,,,,ㅇ,ㅏ,ㅁ
12782,㞆,3973128,,,,,,,,,,,,,,,,,ㄱ,ㅣ,∅
12783,㞇,3974771,,,,,,,,,,,,,,,,,ㅇ,ㅚ,∅
12784,㞋,3975732,,,,,,,,,,,,,,,,,ㅈ,ㅣ,ㄱ
12785,㞏,3975975,zh,i,∅,2,,,,,,,,,,,,,ㅊ,ㅣ,ㅂ
12786,㞒,3975985,x,ie,∅,4,,,,,,,,,,,,,ㅎ,ㅐ,∅
12787,㞓,3975988,,,,,,,,,,,,,,,,,ㄱ,ㅣ,∅
12788,㞕,3976010,,,,,,,,,,,,,,,,,ㅅ,ㅓ,ㄹ
12789,㞙,3976038,,,,,,,,,,,,,,,,,ㄴ,ㅛ,∅
12790,㞚,3976039,zh,a,∅,3,,,,,,,,,,,,,ㅊ,ㅣ,ㅂ
12791,㞛,3976050,,,,,,,,,,,,,,,,,ㄱ,ㅣ,∅
12792,㞜,3976056,t,ui,∅,1,t,eoi,∅,1,,,,,,,,,ㅌ,ㅚ,∅
12793,㞟,3976153,,,,,,,,,,,,,,,,,ㅈ,ㅓ,ㄴ
12794,㞡,3976213,,,,,,,,,,,,,,,,,ㅈ,ㅓ,ㄴ
12795,㞢,3976329,,,,,,,,,,,,,,,,,ㅈ,ㅣ,∅
12796,㞣,3976620,,,,,f,a,n,1,,,,,,,,,ㅂ,ㅜ,ㄴ
12797,㞥,3976626,,,,,,,,,,,,,,,,,ㅈ,ㅏ,ㅁ
12798,㞦,3977382,j,i,∅,3,g,ei,∅,2,,,,,,,,,ㄱ,ㅞ,∅
12799,㞷,3977417,,,,,,,,,,,,,,,,,ㅇ,ㅘ,ㅇ
12800,𣥂,3977449,t,a,∅,4,,,,,,,,,,,,,,,
12801,㞽,3979671,,,,,,,,,,,,,,,,,ㅇ,ㅝ,ㄹ
12802,㟅,3980724,,,,,,,,,,,,,,,,,ㅇ,ㅏ,ㅇ
12803,㟉,3980733,,,,,,,,,,,,,,,,,ㄹ,ㅗ,∅
12804,㟋,3980739,,,,,,,,,,,,,,,,,ㅌ,ㅐ,∅
12805,㟌,3980742,,,,,,,,,,,,,,,,,ㅁ,ㅏ,ㅇ
12806,㟍,3980744,,,,,,,,,,,,,,,,,ㄹ,ㅏ,ㅇ
12807,㟎,3980745,,,,,,,,,,,,,,,,,ㅌ,ㅏ,∅
12808,㟏,3980746,,,,,,,,,,,,,,,,,ㅎ,ㅏ,ㅁ
12809,㟐,3980747,m,a,ng,2,,,,,,,,,,,,,ㅁ,ㅏ,ㅇ
12810,䠠,3980788,,,,,,,,,,,,,,,,,ㅊ,ㅔ,∅
12811,𤝕,3980953,,,,,,,,,,,,,,,,,,,
12812,𢆶,3981091,∅,you,∅,1,,,,,,,,,,,,,,,
12813,𩰪,3981369,∅,yu,∅,4,,,,,,,,,,,,,,,
12814,㟛,3982211,,,,,,,,,,,,,,,,,ㅈ,ㅏ,ㅁ
12815,㟞,3982893,,,,,,,,,,,,,,,,,ㅈ,ㅏ,ㄴ
12816,㟪,3983982,,,,,,,,,,,,,,,,,ㅇ,ㅟ,∅
12817,㟳,3984814,,,,,,,,,,,,,,,,,ㅇ,ㅠ,ㄹ
12818,㟺,3984854,,,,,,,,,,,,,,,,,ㄹ,ㅜ,∅
12819,㟽,3984858,,,,,,,,,,,,,,,,,ㅍ,ㅛ,∅
12820,㟾,3984862,,,,,,,,,,,,,,,,,ㅇ,ㅛ,ㅇ
12821,㠀,3984877,,,,,,,,,,,,,と,う,と,う,ㄷ,ㅗ,∅
12822,㠆,3985094,,,,,,,,,,,,,,,,,ㄷ,ㅏ,ㄴ
12823,㠇,3985096,j,iu,∅,4,,,,,,,,,,,,,ㅊ,ㅜ,∅
12824,㠊,3985219,,,,,,,,,,,,,,,,,ㅎ,ㅓ,∅
12825,㠍,3985416,,,,,,,,,,,,,,,,,ㅈ,ㅣ,ㅂ
12826,㠐,3985489,,,,,,,,,,,,,,,,,ㄱ,ㅛ,∅
12827,㠑,3985640,,,,,,,,,,,,,,,,,ㅈ,ㅚ,∅
12828,㠒,3985642,,,,,,,,,,,,,,,,,ㅍ,ㅛ,∅
12829,㠖,3985674,,,,,,,,,,,,,,,,,ㅇ,ㅢ,∅
12830,㠛,3986663,,,,,,,,,,,,,,,,,ㅎ,ㅘ,ㄱ
12831,㠠,3986832,,,,,,,,,,,,,,,,,ㄹ,ㅕ,∅
12832,㠢,3986834,,,,,,,,,,,,,,,,,ㅎ,ㅚ,∅
12833,㠥,3987013,,,,,,,,,,,,,,,,,ㄹ,ㅚ,∅
12834,㠦,3987024,,,,,,,,,,,,,,,,,ㅍ,ㅜ,ㅇ
12835,㠭,3987249,zh,a,n,3,z,i,n,2,,,,,,,,,ㅈ,ㅓ,ㄴ
12836,㠴,3987944,,,,,,,,,,,,,,,,,ㅇ,ㅣ,ㄴ
12837,㠵,3987946,,,,,,,,,,,,,,,,,ㅎ,ㅘ,ㅇ
12838,㠷,3988295,,,,,,,,,,,,,,,,,ㄱ,ㅏ,ㅂ
12839,㠸,3988296,k,u,∅,4,f,u,∅,3,,,,,,,,,ㅂ,ㅜ,∅
12840,㠹,3988297,,,,,,,,,,,,,,,,,ㄱ,ㅐ,∅
12841,㠺,3988298,,,,,,,,,,,,,,,,,ㅅ,ㅏ,∅
12842,㠽,3988301,,,,,,,,,,,,,,,,,ㄷ,ㅗ,ㅇ
12843,㠾,3988302,,,,,,,,,,,,,,,,,ㅇ,ㅝ,ㄴ
12844,㠿,3989047,,,,,,,,,,,,,,,,,ㅈ,ㅏ,∅
12845,㡀,3989048,b,i,∅,4,b,ai,∅,6,,,,,,,,,ㅍ,ㅖ,∅
12846,㡁,3989049,,,,,,,,,,,,,,,,,ㄱ,ㅘ,∅
12847,㡅,3989059,,,,,,,,,,,,,,,,,ㄴ,ㅏ,∅
12848,㡆,3989060,,,,,,,,,,,,,,,,,ㅎ,ㅘ,ㅇ
12849,㡇,3989061,,,,,,,,,,,,,,,,,ㅊ,ㅓ,ㅂ
12850,㡉,3989296,,,,,,,,,,,,,,,,,ㅎ,ㅕ,ㄴ
12851,㡊,3989462,,,,,,,,,,,,,,,,,ㅎ,ㅡ,ㅂ
12852,㡋,3989465,,,,,,,,,,,,,,,,,ㅇ,ㅓ,ㅂ
12853,㡏,3989512,,,,,,,,,,,,,,,,,ㅇ,ㅠ,∅
12854,㡑,3989745,,,,,,,,,,,,,,,,,ㅈ,ㅗ,∅
12855,㡒,3989746,,,,,,,,,,,,,,,,,ㅈ,ㅜ,ㄴ
12856,㡓,3989752,,,,,,,,,,,,,,,,,ㄱ,ㅗ,ㄴ
12857,㡗,3989761,,,,,,,,,,,,,,,,,ㅊ,ㅔ,∅
12858,㡘,3989960,,,,,,,,,,,,,,,,,ㄹ,ㅕ,ㅁ
12859,㡙,3990010,,,,,,,,,,,,,,,,,ㅂ,ㅣ,∅
12860,㡜,3990023,,,,,,,,,,,,,,,,,ㅅ,ㅓ,ㄹ
12861,㡝,3990027,,,,,,,,,,,,,,,,,ㅂ,ㅗ,ㅇ
12862,㡟,3990034,,,,,,,,,,,,,,,,,ㅈ,ㅗ,∅
12863,㡥,3990281,,,,,,,,,,,,,,,,,ㅇ,ㅡ,ㄴ
12864,㡧,3990283,,,,,,,,,,,,,,,,,ㅈ,ㅓ,ㅇ
12865,㡨,3990345,,,,,,,,,,,,,,,,,ㅊ,ㅓ,ㅁ
12866,㡲,3990768,,,,,,,,,,,,,,,,,ㅎ,ㅘ,ㄴ
12867,㡷,3991424,,,,,,,,,,,,,,,,,ㅂ,ㅗ,ㄴ
12868,㡹,3991439,j,u,∅,1,z,eoi,∅,1,,,,,,,,,ㅈ,ㅓ,∅
12869,㡺,3991442,,,,,,,,,,,,,,,,,ㄷ,ㅏ,ㄴ
12870,㡼,3991756,,,,,,,,,,,,,,,,,ㅇ,ㅖ,∅
12871,㡿,3991762,,,,,,,,,,,,,,,,,ㅊ,ㅓ,ㄱ
12872,㢁,3991768,,,,,,,,,,,,,,,,,ㅊ,ㅣ,∅
12873,㢂,3991780,,,,,,,,,,,,,,,,,ㅇ,ㅓ,ㅁ
12874,㢅,3992665,,,,,,,,,,,,,,,,,ㄹ,ㅗ,ㅇ
12875,㢈,3992858,,,,,,,,,,,,,,,,,ㅌ,ㅚ,∅
12876,㢊,3992880,,,,,,,,,,,,,,,,,ㅇ,ㅢ,∅
12877,㢋,3992896,,,,,,,,,,,,,,,,,ㅊ,ㅣ,∅
12878,㢏,3993359,,,,,,,,,,,,,,,,,ㅌ,ㅜ,∅
12879,㢒,3993431,,,,,,,,,,,,,,,,,ㅊ,ㅏ,∅
12880,㢓,3993435,,,,,,,,,,,,,,,,,ㅈ,ㅏ,ㅇ
12881,㢔,3993455,,,,,,,,,,,,,,,,,ㅈ,ㅗ,ㅇ
12882,㢖,3993465,,,,,,,,,,,,,,,,,ㅂ,ㅏ,ㄴ
12883,㢗,3993468,,,,,,,,,,,,,,,,,ㄱ,ㅛ,∅
12884,㢚,3993606,,,,,,,,,,,,,,,,,ㄹ,ㅗ,∅
12885,㢝,3994426,,,,,,,,,,,,,,,,,ㅅ,ㅗ,∅
12886,㢟,3994431,ch,a,n,1,c,i,n,2,,,,,,,,,ㅈ,ㅣ,∅
12887,㢡,3994447,,,,,,,,,,,,,,,,,ㅈ,ㅏ,ㅇ
12888,㢨,3995262,,,,,,,,,,,,,,,,,ㅎ,ㅏ,ㄴ
12889,㢪,3996275,,,,,,,,,,,,,,,,,ㅇ,ㅗ,∅
12890,𠬢,3996561,,,,,,,,,,,,,,,,,,,
12891,㢯,3996717,,,,,,,,,,,,,,,,,ㄷ,ㅗ,ㄴ
12892,㢰,3996723,,,,,,,,,,,,,,,,,ㅍ,ㅣ,∅
12893,㢵,3997507,,,,,,,,,,,,,,,,,ㅎ,ㅕ,ㅂ
12894,㢻,3998358,,,,,,,,,,,,,,,,,ㅇ,ㅟ,∅
12895,㢼,3998359,,,,,,,,,,,,,,,,,ㅂ,ㅕ,ㄹ
12896,㢾,3998362,,,,,,,,,,,,,,,,,ㄱ,ㅕ,ㄴ
12897,𥎦,3998388,,,,,,,,,,,,,,,,,,,
12898,㣁,3998391,,,,,,,,,,,,,,,,,ㅂ,ㅣ,∅
12899,㣂,3998392,,,,,,,,,,,,,,,,,ㅇ,ㅕ,ㄱ
12900,㣅,3998406,,,,,,,,,,,,,,,,,ㅈ,ㅏ,ㅁ
12901,㣆,3998408,,,,,,,,,,,,,,,,,ㅁ,ㅣ,∅
12902,㣈,3998415,,,,,,,,,,,,,,,,,ㅅ,ㅣ,∅
12903,㣌,3999672,,,,,,,,,,,,,,,,,ㅅ,ㅏ,ㅁ
12904,㣎,3999688,,,,,,,,,,,,,,,,,ㅁ,ㅗ,ㄱ
12905,㣑,3999706,,,,,,,,,,,,,,,,,ㅇ,ㅛ,ㅇ
12906,㣙,4002692,,,,,,,,,,,,,,,,,ㅈ,ㅓ,ㄱ
12907,㣝,4002728,,,,,,,,,,,,,,,,,ㅅ,ㅜ,ㅇ
12908,㣟,4002732,,,,,,,,,,,,,,,,,ㄱ,ㅣ,ㄹ
12909,㣤,4002785,,,,,,,,,,,,,,,,,ㅊ,ㅓ,ㄴ
12910,㣥,4002789,,,,,,,,,,,,,,,,,ㅊ,ㅣ,∅
12911,㣫,4004119,,,,,,,,,,,,,,,,,ㅈ,ㅗ,ㅇ
12912,㣭,4004133,,,,,,,,,,,,,,,,,ㅈ,ㅗ,ㅇ
12913,㣱,4004192,,,,,,,,,,,,,,,,,ㅅ,ㅐ,ㄱ
12914,㣶,4008130,,,,,,,,,,,,,,,,,ㄷ,ㅏ,ㄴ
12915,㣻,4008145,,,,,,,,,,,,,,,,,ㅇ,ㅐ,∅
12916,㣿,4009941,,,,,,,,,,,,,,,,,ㅈ,ㅗ,∅
12917,㤄,4009951,,,,,,,,,,,,,,,,,ㅍ,ㅐ,∅
12918,㤆,4009952,,,,,,,,,,,,,,,,,ㅍ,ㅏ,ㄴ
12919,㤇,4009955,∅,ao,∅,3,,,,,,,,,,,,,ㅇ,ㅗ,∅
12920,㤉,4009958,,,,,,,,,,,,,,,,,ㄱ,ㅏ,∅
12921,㤊,4009959,,,,,,,,,,,,,,,,,ㅎ,ㅛ,∅
12922,㤍,4009964,,,,,,,,,,,,,,,,,ㄱ,ㅛ,∅
12923,㤎,4013668,,,,,,,,,,,,,,,,,ㄱ,ㅏ,∅
12924,㤏,4013669,t,o,ng,2,,,,,,,,,,,,,ㄷ,ㅗ,ㅇ
12925,㤒,4013672,,,,,,,,,,,,,,,,,ㄱ,ㅗ,∅
12926,㤕,4013675,,,,,,,,,,,,,,,,,ㅈ,ㅜ,ㄹ
12927,㤞,4014767,,,,,,,,,,,,,,,,,ㅌ,ㅏ,ㄱ
12928,㤠,4014784,,,,,,,,,,,,,,,,,ㄹ,ㅕ,ㄹ
12929,㤥,4015948,,,,,,,,,,,,,,,,,ㅎ,ㅐ,∅
12930,㤨,4015954,,,,,,,,,,,,,,,,,ㄱ,ㅗ,ㅇ
12931,㤩,4015956,,,,,,,,,,,,,,,,,ㄱ,ㅏ,ㄱ
12932,㤮,4017429,,,,,,,,,,,,,,,,,ㄱ,ㅘ,ㅇ
12933,㤱,4017491,,,,,,,,,,,,,,,,,ㅂ,ㅜ,∅
12934,㤲,4017546,,,,,,,,,,,,,,,,,ㅎ,ㅕ,ㅂ
12935,㤴,4017593,,,,,,,,,,,,,,,,,ㅊ,ㅓ,ㅂ
12936,㤸,4017666,,,,,,,,,,,,,,,,,ㅎ,ㅕ,ㄱ
12937,𣎳,4018111,p,i,n,4,,,,,,,,,,,,,,,
12938,㤻,4018121,,,,,n,a,n,2,,,,,,,,,ㄹ,ㅗ,ㄴ
12939,㤾,4018377,,,,,,,,,,,,,,,,,ㅌ,ㅏ,ㅁ
12940,㤿,4018668,∅,ya,n,1,,,,,,,,,,,,,ㅇ,ㅓ,ㅁ
12941,㥁,4022406,,,,,,,,,,,,,,,,,ㄷ,ㅓ,ㄱ
12942,㥂,4022445,,,,,,,,,,,,,,,,,ㅌ,ㅡ,ㄱ
12943,㥄,4022476,l,i,ng,2,,,,,,,,,,,,,ㄹ,ㅡ,ㅇ
12944,㥆,4022627,,,,,,,,,,,,,,,,,ㅌ,ㅚ,∅
12945,㥈,4022634,,,,,,,,,,,,,,,,,ㅊ,ㅓ,ㅂ
12946,㥊,4022698,,,,,,,,,,,,,,,,,ㅂ,ㅜ,ㅇ
12947,㥋,4022722,,,,,,,,,,,,,,,,,ㅇ,ㅢ,∅
12948,㥌,4022723,,,,,,,,,,,,,,,,,ㄱ,ㅜ,ㄱ
12949,㥏,4022731,,,,,,,,,,,,,,,,,ㅈ,ㅓ,ㄴ
12950,㥒,4022737,,,,,,,,,,,,,,,,,ㅊ,ㅐ,∅
12951,㥓,4022739,,,,,,,,,,,,,,,,,ㄱ,ㅣ,∅
12952,㥚,4029307,,,,,,,,,,,,,,,,,ㅇ,ㅠ,∅
12953,㥛,4029313,,,,,,,,,,,,,,,,,ㄱ,ㅡ,ㄱ
12954,㥜,4029419,,,,,,,,,,,,,,,,,ㅇ,ㅟ,∅
12955,㥝,4029422,,,,,,,,,,,,,,,,,ㅁ,ㅣ,∅
12956,㥟,4031088,,,,,,,,,,,,,,,,,ㅎ,ㅠ,∅
12957,㥠,4031090,,,,,,,,,,,,,,,,,ㅅ,ㅓ,∅
12958,㥦,4031139,,,,,,,,,,,,,,,,,ㅎ,ㅕ,ㅂ
12959,㥨,4031147,,,,,,,,,,,,,,,,,ㅅ,ㅜ,∅
12960,㥯,4031165,∅,yi,n,3,z,aa,n,2,,,,,い,ん,,,ㅇ,ㅡ,ㄴ
12961,㥴,4032612,,,,,,,,,,,,,,,,,ㅇ,ㅣ,∅
12962,㥶,4032619,,,,,,,,,,,,,,,,,ㅅ,ㅐ,ㄱ
12963,㥷,4032639,,,,,,,,,,,,,,,,,ㅎ,ㅕ,ㅂ
12964,㥽,4032666,,,,,,,,,,,,,,,,,ㅊ,ㅐ,ㄱ
12965,㥾,4032668,,,,,,,,,,,,,,,,,ㄴ,ㅣ,ㄱ
12966,㦁,4032717,,,,,,,,,,,,,,,,,ㄹ,ㅕ,ㄴ
12967,㦃,4032720,,,,,,,,,,,,,,,,,ㅅ,ㅏ,ㄴ
12968,㦄,4032721,,,,,,,,,,,,,,,,,ㅁ,ㅏ,∅
12969,㦅,4032812,,,,,,,,,,,,,,,,,ㅊ,ㅐ,∅
12970,𢣏,4034583,,,,,,,,,,,,,,,,,,,
12971,㦌,4034696,,,,,,,,,,,,,,,,,ㅊ,ㅏ,ㄴ
12972,㦎,4035034,,,,,,,,,,,,,,,,,ㅎ,ㅚ,ㄱ
12973,㦒,4036206,,,,,,,,,,,,,,,,,ㄹ,ㅣ,∅
12974,㦓,4036220,,,,,,,,,,,,,,,,,ㅇ,ㅕ,ㄴ
12975,㦗,4036233,,,,,,,,,,,,,,,,,ㄱ,ㅡ,ㅁ
12976,㦚,4036634,,,,,,,,,,,,,,,,,ㅂ,ㅕ,ㄴ
12977,㦛,4036638,,,,,,,,,,,,,,,,,ㅇ,ㅕ,∅
12978,㦜,4036760,,,,,,,,,,,,,,,,,ㅎ,ㅘ,ㄱ
12979,㦟,4036774,m,ai,∅,2,f,a,t,3,,,,,,,,,ㅁ,ㅐ,∅
12980,㦣,4036798,,,,,,,,,,,,,,,,,ㅇ,ㅟ,∅
12981,㦦,4037288,x,i,∅,4,h,a,k,1,,,,,,,,,ㅎ,ㅕ,ㄱ
12982,㦬,4039599,,,,,,,,,,,,,,,,,ㄹ,ㅏ,∅
12983,㦴,4040640,,,,,,,,,,,,,,,,,ㄱ,ㅕ,ㄱ
12984,㦵,4040641,,,,,,,,,,,,,,,,,ㅈ,ㅜ,∅
12985,㦺,4040936,,,,,,,,,,,,,,,,,ㅇ,ㅛ,ㄱ
12986,㦼,4041019,,,,,,,,,,,,,,,,,ㅅ,ㅏ,ㅇ
12987,㦿,4041044,,,,,,,,,,,,,,,,,ㅎ,ㅗ,∅
12988,㧀,4041048,,,,,,,,,,,,,,,,,ㄱ,ㅡ,ㅂ
12989,㧁,4041056,,,,,,,,,,,,,,,,,ㄱ,ㅏ,ㅂ
12990,㧄,4042170,,,,,,,,,,,,,,,,,ㄱ,ㅓ,ㅁ
12991,㧆,4042172,,,,,,,,,,,,,,,,,ㄱ,ㅡ,ㄴ
12992,㧉,4042187,,,,,,,,,,,,,,,,,ㅇ,ㅏ,ㄹ
12993,㧒,4042768,,,,,,,,,,,,,,,,,ㅇ,ㅛ,∅
12994,㧓,4042769,,,,,,,,,,,,,,,,,ㄱ,ㅘ,∅
12995,㧔,4042770,,,,,,,,,,,,,,,,,ㄱ,ㅚ,∅
12996,㧖,4042777,,,,,,,,,,,,,,,,,ㅇ,ㅐ,ㄱ
12997,㧗,4042792,,,,,,,,,,,,,,,,,ㅈ,ㅏ,∅
12998,㧘,4043167,,,,,,,,,,,,,,,,,ㅈ,ㅏ,∅
12999,㧡,4043668,h,ai,∅,4,h,oi,∅,6,,,,,,,,,ㅎ,ㅐ,∅
13000,㧢,4043676,∅,yi,n,1,z,aa,n,1,,,,,,,,,ㅇ,ㅣ,ㄴ
13001,䀈,4044478,,,,,,,,,,,,,,,,,ㄱ,ㅣ,∅
13002,䀉,4044484,q,iao,∅,2,g,iu,∅,2,,,,,,,,,ㄱ,ㅛ,∅
13003,䀊,4044487,j,iao,∅,3,g,au,∅,2,,,,,,,,,ㄱ,ㅛ,∅
13004,䀍,4044490,k,a,n,4,h,a,m,3,,,,,,,,,ㄱ,ㅏ,ㅁ
13005,㧦,4045525,x,ua,n,4,h,yu,n,3,,,,,,,,,ㅎ,ㅕ,ㄴ
13006,㧬,4046730,g,o,ng,3,g,u,ng,2,,,,,,,,,ㄱ,ㅗ,ㅇ
13007,㧲,4047150,,,,,,,,,,,,,,,,,ㅅ,ㅏ,ㅁ
13008,㧴,4047151,,,,,,,,,,,,,,,,,ㅇ,ㅏ,∅
13009,㧶,4047152,,,,,,,,,,,,,,,,,ㄱ,ㅐ,ㅇ
13010,㧹,4047160,,,,,,,,,,,,,,,,,ㅌ,ㅡ,ㄱ
13011,㧺,4047163,,,,,,,,,,,,,,,,,ㄷ,ㅏ,ㅂ
13012,㧻,4047164,,,,,,,,,,,,,,,,,ㅌ,ㅏ,ㄱ
13013,㧾,4047168,,,,,,,,,,,,,,,,,ㅎ,ㅗ,ㄹ
13014,𦣻,4053125,,,,,,,,,,,,,,,,,,,
13015,㨁,4054009,zh,i,∅,4,c,i,∅,5,,,,,,,,,ㅈ,ㅣ,∅
13016,㨅,4056094,,,,,,,,,,,,,,,,,ㅇ,ㅖ,∅
13017,㨉,4056098,,,,,,,,,,,,,,,,,ㅁ,ㅣ,ㄴ
13018,㨊,4056100,,,,,,,,,,,,,,,,,ㅌ,ㅏ,∅
13019,㨋,4056101,,,,,,,,,,,,,,,,,ㅊ,ㅏ,∅
13020,㨍,4056103,,,,,,,,,,,,,,,,,ㅂ,ㅏ,ㅇ
13021,㨎,4056104,,,,,,,,,,,,,,,,,ㅇ,ㅕ,ㄴ
13022,㨏,4056105,,,,,,,,,,,,,,,,,ㅌ,ㅏ,ㄴ
13023,㨐,4056106,,,,,,,,,,,,,,,,,ㅂ,ㅜ,∅
13024,㨒,4056109,,,,,,,,,,,,,,,,,ㄱ,ㅠ,∅
13025,㨙,4056115,,,,,,,,,,,,,,,,,ㅎ,ㅖ,∅
13026,㨝,4056119,,,,,,,,,,,,,,,,,ㅅ,ㅓ,ㄹ
13027,㨞,4056120,,,,,,,,,,,,,,,,,ㅅ,ㅗ,∅
13028,㨟,4056121,,,,,,,,,,,,,,,,,ㄱ,ㅐ,∅
13029,㨠,4056123,,,,,,,,,,,,,,,,,ㅁ,ㅕ,ㄴ
13030,㨡,4056124,,,,,,,,,,,,,,,,,ㅎ,ㅗ,ㄹ
13031,㨤,4056126,,,,,,,,,,,,,,,,,ㅎ,ㅚ,∅
13032,㨥,4056127,,,,,,,,,,,,,,,,,ㄴ,ㅏ,ㅂ
13033,㨧,4056130,,,,,,,,,,,,,,,,,ㅂ,ㅜ,ㄴ
13034,㨨,4056131,,,,,,,,,,,,,,,,,ㅊ,ㅜ,∅
13035,㨵,4056143,,,,,,,,,,,,,,,,,ㅈ,ㅓ,ㄴ
13036,㨷,4056145,,,,,,,,,,,,,,,,,ㄱ,ㅡ,ㄴ
13037,㨹,4056147,,,,,,,,,,,,,,,,,ㅈ,ㅔ,∅
13038,㨻,4056149,,,,,,,,,,,,,,,,,ㅊ,ㅏ,ㅁ
13039,㨾,4056153,,,,,,,,,,,,,,,,,ㅇ,ㅑ,ㅇ
13040,㩇,4056162,,,,,,,,,,,,,,,,,ㅎ,ㅚ,ㄱ
13041,㩉,4056164,,,,,,,,,,,,,,,,,ㅎ,ㅡ,ㅂ
13042,㩊,4056165,,,,,,,,,,,,,,,,,ㅅ,ㅓ,ㄴ
13043,㩋,4056166,,,,,,,,,,,,,,,,,ㅅ,ㅜ,ㄱ
13044,㩓,4056170,,,,,,,,,,,,,,,,,ㅎ,ㅞ,∅
13045,㩜,4056179,l,a,n,3,g,aa,m,3,,,,,,,,,ㄹ,ㅏ,ㅁ
13046,㩢,4056185,,,,,,,,,,,,,,,,,ㅁ,ㅕ,ㄹ
13047,㩤,4056187,,,,,,,,,,,,,,,,,ㅂ,ㅜ,∅
13048,㩨,4056191,,,,,,,,,,,,,,,,,ㅎ,ㅖ,∅
13049,㩩,4056192,,,,,,,,,,,,,,,,,ㄱ,ㅕ,ㅇ
13050,㩱,4056199,,,,,,,,,,,,,,,,,ㅈ,ㅏ,ㄱ
13051,㩳,4056201,s,o,ng,3,s,u,ng,2,,,,,,,,,ㅅ,ㅗ,ㅇ
13052,㩵,4056203,,,,,,,,,,,,,,,,,ㅇ,ㅏ,ㄹ
13053,㩹,4056206,,,,,,,,,,,,,,,,,ㅊ,ㅓ,ㅂ
13054,㩺,4056207,,,,,,,,,,,,,,,,,ㅂ,ㅣ,∅
13055,㩻,4056208,q,i,∅,1,h,ei,∅,1,,,,,,,,,ㄱ,ㅣ,∅
13056,㩼,4056209,zh,i,∅,1,z,i,∅,1,,,,,,,,,ㅈ,ㅣ,∅
13057,㩽,4056210,,,,,,,,,,,,,,,,,ㄱ,ㅣ,∅
13058,㩾,4056211,,,,,,,,,,,,,,,,,ㅊ,ㅜ,∅
13059,㩿,4056212,,,,,,,,,,,,,,,,,ㄱ,ㅜ,ㄹ
13060,㪁,4056214,,,,,,,,,,,,,,,,,ㄱ,ㅡ,ㅁ
13061,㪃,4056216,,,,,,,,,,,,,,,,,ㄱ,ㅏ,∅
